"reefName","cotsPerTowMeanImput","cotsPerTowMedianImput","cotsPerTowMaxImput","x","y","area"
"U/N Reef (16-016)",NaN,NaN,NaN,145.73939514,-16.05511284,752376.1254
"Sylvan Reef (16-017)",0.234617864405098,0,1,145.72079468,-16.07977295,1290414
"U/N Reef (16-018a)",NaN,NaN,NaN,145.75605774,-16.07671356,271133.5256
"U/N Reef (16-018b)",NaN,NaN,NaN,145.74710083,-16.08608437,112181.0004
"St Crispin Reef (16-019)",0.00822650684553025,0,0.188888888888889,145.83328247,-16.10412598,42825358.34
"Eyrie Reef (14-118)",0.100893087041992,0.0224719101123595,0.850746268656716,145.3792572,-14.71065998,14996927.29
"Turtle Reef (North) (14-119a)",NaN,NaN,NaN,145.16590881,-14.71613312,144000.8617
"Turtle Reef (South) (14-119b)",NaN,NaN,NaN,145.16101074,-14.72149372,43990.02421
"Turtle Group Reef (No 1) (14-120a)",NaN,NaN,NaN,145.1870575,-14.73452568,422759.9551
"Lark Reef (15-033)",0.37304163632136,0.00862435918790369,2.89667896678967,145.5735321,-15.28826046,68455180.65
"U/N Reef (15-034)",0,0,0,145.76364136,-15.31300926,4083649.578
"U/N Reef (15-035)",NaN,NaN,NaN,145.63916016,-15.31890678,260988.7379
"U/N Reef (15-036)",NaN,NaN,NaN,145.64729309,-15.33087254,818609.7179
"U/N Reef (15-037)",NaN,NaN,NaN,145.75227356,-15.33505726,467055.7323
"Ribbon No 5 Reef (15-038)",0,0,0,145.78292847,-15.36378002,10272046.28
"Pelican Island Reef (13-107)",0,0,0,143.84161377,-13.91487694,4186325.186
"Hedge Reef (13-108)",NaN,NaN,NaN,143.95117188,-13.90026379,153137077.9
"South Warden Reef (14-051)",NaN,NaN,NaN,144.73968506,-14.23914433,143649558.9
"Unison Reef (14-052)",NaN,NaN,NaN,144.68772888,-14.29763222,1187057.067
"U/N Reef (14-053)",NaN,NaN,NaN,144.79040527,-14.30921268,12305501.32
"Stapleton Reef (14-054)",0.0628286093402372,0.0135135135135135,0.302325581395349,144.85919189,-14.32140255,5344979.638
"Turtle Group Reef (No 2) (14-120b)",NaN,NaN,NaN,145.1991272,-14.73466969,790924.6745
"Turtle Group Reef (No 3) (14-120c)",NaN,NaN,NaN,145.17935181,-14.72984409,199914.309
"Turtle Group Reef (No 4) (14-120d)",NaN,NaN,NaN,145.19801331,-14.72135258,594556.6944
"Turtle Group Reef (No 5) (14-120e)",NaN,NaN,NaN,145.20419312,-14.70484257,317892.1968
"Turtle Group Reef (No 6) (14-120f)",NaN,NaN,NaN,145.19319153,-14.71372223,167249.368
"Turtle Group Reef (No 7) (14-120g)",NaN,NaN,NaN,145.18951416,-14.72822189,212455.4358
"Williamson Reefs (15-039)",NaN,NaN,NaN,145.58148193,-15.35902119,33220962.07
"U/N Reef (15-040)",NaN,NaN,NaN,145.76622009,-15.38854599,550679.703
"U/N Reef (15-041)",NaN,NaN,NaN,145.7660675,-15.39985847,841989.9043
"U/N Reef (15-042)",NaN,NaN,NaN,145.77189636,-15.41005898,587545.867
"U/N Reef (15-043)",0.0228384019081693,0,0.102564102564103,145.50831604,-15.42865181,31948904.45
"U/N Reef (15-044)",NaN,NaN,NaN,145.61341858,-15.42838383,2721189.425
"U/N Reef (13-109)",NaN,NaN,NaN,143.8157196,-13.96458149,111579.9253
"U/N Reef (13-110)",NaN,NaN,NaN,143.61485291,-13.92627907,2644184.598
"Burkitt Reef (13-111)",NaN,NaN,NaN,143.75439453,-13.94378567,1162102.161
"U/N Reef (13-112)",NaN,NaN,NaN,143.6477356,-13.94903564,2492616.801
"Iris Reef (13-113)",NaN,NaN,NaN,143.84162903,-13.96045017,2804304.753
"Obree Reef (13-114)",NaN,NaN,NaN,143.68238831,-13.97581577,302063.9081
"Munro Reef (14-055)",NaN,NaN,NaN,144.74142456,-14.31907654,18802769.84
"U/N Reef (14-056)",0.0142178608936851,0,0.0816326530612245,144.95561218,-14.32808208,12187890.17
"Davy Patches (No 1) (14-057a)",NaN,NaN,NaN,144.71818542,-14.32648373,141542.382
"Davy Patches (No 2) (14-057b)",NaN,NaN,NaN,144.70785522,-14.33612728,168333.9748
"Davy Patches (No 3) (14-057c)",NaN,NaN,NaN,144.72001648,-14.34114552,142639.1334
"U/N Reef (14-058)",NaN,NaN,NaN,144.59544373,-14.334939,65404.52896
"U/N Reef (14-059)",NaN,NaN,NaN,144.58668518,-14.32317448,3827658.726
"Barrow Reef (14-060)",NaN,NaN,NaN,144.65068054,-14.34283352,966540.6497
"Turtle Group Reef (No 8) (14-120h)",NaN,NaN,NaN,145.18469238,-14.71768856,118547.7666
"Turtle Group Reef (No 9) (14-120j)",NaN,NaN,NaN,145.20838928,-14.74336147,121811.2883
"Crompton Shoals (14-121)",NaN,NaN,NaN,145.27624512,-14.71804142,434141.0615
"Pethebridge Islets Reef (East) (14-122a)",NaN,NaN,NaN,145.10093689,-14.73142147,154535.9938
"Pethebridge Islets Reef (West) (14-122b)",NaN,NaN,NaN,145.08262634,-14.7362051,439428.9836
"Martin Reef (14-123)",0.102678495158525,0.00975420321637427,0.8,145.35552979,-14.76314163,10908626.43
"U/N Reef (15-045)",NaN,NaN,NaN,145.65852356,-15.43023682,411658.9009
"Ribbon No 4 Reef (15-046)",0,0,0,145.8008728,-15.43488216,10036879.82
"U/N Reef (15-047)",0.216493540317722,0.0434782608695652,2.1,145.67703247,-15.46156597,4453618.332
"U/N Reef (15-048)",NaN,NaN,NaN,145.65489197,-15.48405933,1653884.884
"U/N Reef (15-049)",NaN,NaN,NaN,145.50273132,-15.48573685,2352968.471
"Ribbon No 3 Reef (15-050)",0,0,0,145.80554199,-15.48834705,11994023.03
"U/N Reef (13-116)",NaN,NaN,NaN,144.08969116,-13.54211235,27319579.18
"U/N Reef (13-117a)",NaN,NaN,NaN,144.09919739,-13.59171677,1082330.994
"U/N Reef (13-117b)",NaN,NaN,NaN,144.09568787,-13.60047626,2613112.802
"Creech Reef (North) (13-118a)",0.00274348422496571,0,0.0246913580246914,144.10391235,-13.62558937,5697241.178
"Creech Reef (South) (13-118b)",NaN,NaN,NaN,144.10731506,-13.64566326,398599.0119
"Switzer Reef (14-061)",0.0197047397047397,0.00666666666666667,0.0897435897435897,144.75698853,-14.36003113,15863161.31
"U/N Reef (14-062)",NaN,NaN,NaN,144.96131897,-14.37524891,9438376.789
"Combe Reef (14-063)",NaN,NaN,NaN,144.9510498,-14.41412067,40852603.47
"U/N Reef (14-124)",NaN,NaN,NaN,145.08682251,-14.78017616,6415059.023
"Maxwell Reef (14-125)",NaN,NaN,NaN,145.31558228,-14.78671837,301905.6556
"Linnet Reef (14-126)",0.111441528932068,0,0.971428571428571,145.34443665,-14.78665161,3831680.402
"U/N Reef (14-127a)",NaN,NaN,NaN,145.14009094,-14.78806591,105706.1496
"U/N Reef (14-127b)",NaN,NaN,NaN,145.13586426,-14.79833221,136680.3454
"Sim Reef (14-128)",NaN,NaN,NaN,145.28337097,-14.81706524,90643.33396
"U/N Reef (14-129a)",NaN,NaN,NaN,145.18156433,-14.81616306,106693.7784
"U/N Reef (14-129b)",NaN,NaN,NaN,145.18943787,-14.82247162,105343.7915
"Dawson Reef (15-051)",NaN,NaN,NaN,145.32821655,-15.50472927,640341.7724
"Cowlishaw Reef (15-052)",NaN,NaN,NaN,145.35255432,-15.53471947,1071461.436
"Draper Patch (15-053)",NaN,NaN,NaN,145.30262756,-15.54612827,387308.7065
"Rocky Island Reef (15-054)",NaN,NaN,NaN,145.32945251,-15.60156059,325417.0907
"U/N Reef (15-055)",NaN,NaN,NaN,145.31910706,-15.61271095,1200902.957
"Malcolm Patch (15-056)",NaN,NaN,NaN,145.44831848,-15.62467194,363009.6279
"Bee Reef (15-057)",NaN,NaN,NaN,145.42962646,-15.64048386,1270766.848
"U/N Reef (15-058)",NaN,NaN,NaN,145.31869507,-15.64445114,2210108.09
"U/N Reef (15-059a)",NaN,NaN,NaN,145.35350037,-15.70535374,6339068.802
"U/N Reef (13-119)",NaN,NaN,NaN,144.1660614,-13.67631626,18265342.02
"Sand Bank No 5 Reef (13-120)",NaN,NaN,NaN,144.23735046,-13.73683643,18013423.96
"U/N Reef (13-121)",0,0,0,144.26705933,-13.78010464,4342084.64
"Ingram-Beanley Reef (14-064)",0.0366681968216495,0.0317391304347826,0.0769230769230769,144.88970947,-14.42552853,6734213.148
"Bewick Reef (14-065)",NaN,NaN,NaN,144.81156921,-14.43275642,785486.8628
"Decapolis Reef (14-131)",NaN,NaN,NaN,145.27287292,-14.85046291,162213.1866
"Rocky Islets Reef (14-132a)",0.57608764436007,0.00581395348837209,3.24489795918367,145.47993469,-14.85496998,6132186.481
"U/N Reef (14-132b)",0.636771191544753,0.0119047619047619,3.74418604651163,145.52761841,-14.8655138,6753804.563
"U/N Reef (14-132c)",0.466666666666667,0,2.33333333333333,145.48886108,-14.86948586,182281.3867
"U/N Reef (14-133)",0.803272575883183,0.0340056285178236,5.78333333333333,145.51600647,-14.91681099,5581242.029
"Eye Reef (14-134)",0.407692307692308,0,4.30769230769231,145.47799683,-14.89468002,1419016.22
"U/N Reef (13-042)",NaN,NaN,NaN,143.53135681,-13.31596184,7011142.413
"U/N Reef (13-043)",NaN,NaN,NaN,143.53918457,-13.28244972,791016.3744
"Lowrie Reef (13-045)",NaN,NaN,NaN,143.5960083,-13.27562618,282393.0319
"Bow Reef (13-048)",NaN,NaN,NaN,143.67321777,-13.30812263,577804.1803
"U/N Reef (13-049)",NaN,NaN,NaN,143.88995361,-13.31755543,3721346.503
"U/N Reef (13-122)",NaN,NaN,NaN,144.02783203,-13.85837936,20698511.77
"U/N Reef (13-123)",NaN,NaN,NaN,144.13525391,-13.85580158,2991682.564
"U/N Reef (13-124)",0.0657883438589585,0.0517857142857143,0.412698412698413,144.07878113,-13.85309219,20697087.62
"U/N Reef (13-125)",NaN,NaN,NaN,144.31129456,-13.86553955,70880378.89
"Mid Reef (14-066)",NaN,NaN,NaN,144.95834351,-14.45742226,13754513.58
"U/N Reef (14-067)",NaN,NaN,NaN,144.62971497,-14.45157242,10580803.68
"Watson Reef (14-068)",NaN,NaN,NaN,144.89328003,-14.46287346,659650.4815
"Wooden Patch (14-069)",NaN,NaN,NaN,144.75350952,-14.47551155,557017.8918
"Baron Reef (14-070)",NaN,NaN,NaN,144.69804382,-14.47436333,610545.8931
"Helsdon Reef (14-135)",0.391734344354574,0.0235587583148559,4.74496644295302,145.48800659,-14.93945408,12561785.17
"U/N Reef (14-136a)",NaN,NaN,NaN,145.33810425,-14.94181156,66627.06423
"U/N Reef (14-136b)",NaN,NaN,NaN,145.33415222,-14.9484272,73234.07345
"Carter Reef (14-137)",0.000452488687782805,0,0.0117647058823529,145.58898926,-14.54767418,15445386.92
"Yonge Reef (14-138)",0.000235904694503421,0,0.00636942675159236,145.62347412,-14.59968185,13116466.24
"No Name Reef (14-139)",0,0,0,145.64628601,-14.64376545,8742682.733
"U/N Reef (14-140)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (13-050a)",NaN,NaN,NaN,143.97337341,-13.32482433,17159246.02
"U/N Reef (13-050b)",NaN,NaN,NaN,143.95091248,-13.3081255,150406.6121
"U/N Reef (13-051)",NaN,NaN,NaN,143.55728149,-13.33007431,187402.8627
"U/N Reef (13-052)",NaN,NaN,NaN,143.72439575,-13.32792473,1645810.636
"Treat Reef (13-053)",NaN,NaN,NaN,143.60075378,-13.32652664,1422417.518
"U/N Reef (13-054)",NaN,NaN,NaN,143.57279968,-13.35158348,125253.6611
"U/N Reef (13-126)",NaN,NaN,NaN,144.06306458,-13.90872097,259603.4744
"Rodda Reef (13-127)",0.0999249497369798,0,1.13888888888889,144.35662842,-13.92119122,5290743.702
"Joan Reef (13-128)",0,0,0,144.34959412,-13.94645691,1326416.645
"Wilson Reef (13-129)",NaN,NaN,NaN,144.40107727,-13.95244312,16370303.58
"Davie Reef (13-130)",0.15978354978355,0,2.52380952380952,144.45483398,-13.97737408,6763119.803
"Eves Reef (13-131)",NaN,NaN,NaN,144.5743866,-13.96196938,680299.2807
"U/N Reef (13-132)",NaN,NaN,NaN,144.55203247,-13.97590828,550015.7307
"Weigall Reefs (East) (14-071a)",NaN,NaN,NaN,144.64302063,-14.47416687,512673.7083
"Weigall Reefs (West) (14-071b)",NaN,NaN,NaN,144.63766479,-14.47897816,166151.853
"Megaera Reef (14-072)",NaN,NaN,NaN,144.95802307,-14.4773941,962305.4501
"U/N Reef (14-073)",NaN,NaN,NaN,145.00259399,-14.23346233,4585597.333
"U/N Reef (14-074)",NaN,NaN,NaN,145.06777954,-14.26767063,45001799.22
"U/N Reef (14-075)",0.0194444444444444,0,0.155555555555556,145.16496277,-14.28916931,8736482.79
"U/N Reef (14-076)",NaN,NaN,NaN,145.18202209,-14.31323624,202652.6768
"U/N Reef (14-141)",NaN,NaN,NaN,145.53881836,-14.70715809,1554901.512
"U/N Reef (14-142)",NaN,NaN,NaN,145.58253479,-14.73134422,513892.0925
"North Direction Reef (14-143)",0.0872963465455726,0,0.714285714285714,145.51068115,-14.74591541,691824.0823
"Kedge Reef (14-144)",NaN,NaN,NaN,145.53094482,-14.78259373,6364919.538
"U/N Reef (14-145)",NaN,NaN,NaN,145.58654785,-14.78984928,6125076.791
"Peter Reef (13-055)",NaN,NaN,NaN,143.78071594,-13.33258152,31871125.73
"Sand Bank No 8 Reef (13-056)",0,0,0,143.96214294,-13.36719513,2586177.369
"Sharland Reefs (No 1) (13-057a)",NaN,NaN,NaN,143.59918213,-13.36875439,720849.1159
"Sharland Reefs (No 2) (13-057b)",NaN,NaN,NaN,143.59742737,-13.38262463,994183.2129
"U/N Reef (13-058a)",NaN,NaN,NaN,143.61013794,-13.40095043,290302.1471
"U/N Reef (13-058b)",NaN,NaN,NaN,143.60488892,-13.40857983,204761.9836
"Tydeman Reef (13-133)",0,0,0,144.52000427,-13.98367882,13744350.94
"U/N Reef (13-134)",NaN,NaN,NaN,143.61839294,-13.51718235,297999.3521
"U/N Reef (13-135)",NaN,NaN,NaN,143.60432434,-13.5427599,733164.8218
"U/N Reef (13-136)",NaN,NaN,NaN,143.80595398,-13.460536,217016.6456
"U/N Reef (13-137)",NaN,NaN,NaN,144.11018372,-13.65716457,273461.1441
"U/N Reef (14-001)",NaN,NaN,NaN,143.68652344,-14.03008175,2508553.545
"Beabey Patches (14-002)",NaN,NaN,NaN,143.82217407,-14.01346874,516154.4547
"U/N Reef (14-077a)",NaN,NaN,NaN,145.23706055,-14.31356525,13039902.27
"U/N Reef (14-077b)",NaN,NaN,NaN,145.23510742,-14.32905102,478791.4079
"U/N Reef (14-078)",NaN,NaN,NaN,145.27752686,-14.34315395,2697603.643
"Jewell Reef (14-079)",NaN,NaN,NaN,145.35128784,-14.37976837,49592265.05
"U/N Reef (14-080)",NaN,NaN,NaN,145.01808167,-14.36433125,7760539.727
"U/N Reef (14-081)",NaN,NaN,NaN,145.03501892,-14.39865017,1964386.458
"Ribbon No 10 Reef (14-146)",NaN,NaN,NaN,145.69813538,-14.82720089,133912404
"South Direction Reef (North) (14-147a)",0.159214405199085,0.0263157894736842,1.22222222222222,145.52357483,-14.82437229,1997546.579
"South Direction Reef (South) (14-147b)",0,0,0,145.52072144,-14.81170082,1327215.174
"Ellis Reef (13-059)",NaN,NaN,NaN,143.70544434,-13.38013554,7707489.909
"Blanchard Reef (13-060)",NaN,NaN,NaN,143.75065613,-13.41682148,35401477.34
"U/N Reef (13-061a)",NaN,NaN,NaN,143.97453308,-13.39894772,11079414.51
"U/N Reef (13-061b)",NaN,NaN,NaN,143.97590637,-13.42455959,2630799.845
"Grub Reef (14-003)",NaN,NaN,NaN,143.98217773,-14.00527954,28903433.62
"Keast Shoal (14-004)",NaN,NaN,NaN,143.93527222,-14.05226326,79538.58889
"Cameron Shoal (14-005)",NaN,NaN,NaN,143.93186951,-14.05947208,118882.4676
"Fahey Reef (14-006)",NaN,NaN,NaN,143.8589325,-14.06368637,342073.3751
"Taiwan Shoal (14-007)",NaN,NaN,NaN,143.92588806,-14.06640339,135456.0428
"Crescent Reef (14-082)",NaN,NaN,NaN,145.08926392,-14.4156599,29348161.98
"Parke Reef (14-083)",NaN,NaN,NaN,145.32247925,-14.4195385,26656673.07
"U/N Reef (14-084)",NaN,NaN,NaN,145.04402161,-14.44357872,979137.0303
"Hilder Reef (14-085)",0,0,0,145.41036987,-14.44501114,13034744.2
"U/N Reef (14-149)",NaN,NaN,NaN,145.61833191,-14.84252357,54990690.1
"U/N Reef (14-150)",NaN,NaN,NaN,145.55728149,-14.88309574,1181413.643
"No 10 Patches (No 1) (14-151)",NaN,NaN,NaN,145.69042969,-14.91990566,898719.2465
"No 10 Patches (No 2) (14-152)",0,0,0,145.68173218,-14.93192387,1809813.305
"No 10 Patches (No 3) (14-153a)",NaN,NaN,NaN,145.69018555,-14.95040894,2564148.03
"No 10 Patches (No 4) (14-153b)",NaN,NaN,NaN,145.68621826,-14.96847725,153245.6137
"Sand Bank No 7 Reef (13-061c)",NaN,NaN,NaN,143.97851563,-13.43976307,2266542.243
"Roskruge Reef (13-062)",NaN,NaN,NaN,143.62867737,-13.41608715,399768.7732
"U/N Reef (13-063)",0.0476866367362657,0.032258064516129,0.137931034482759,143.81530762,-13.42310429,21421037.51
"North Khandalla Shoal (13-064)",NaN,NaN,NaN,143.68893433,-13.42867851,147148.4092
"Drake Shoal (13-065)",NaN,NaN,NaN,143.70610046,-13.43428612,691154.9583
"South Khandalla Shoal (13-066)",NaN,NaN,NaN,143.69161987,-13.43684864,91607.87073
"Quake Reef (13-068)",NaN,NaN,NaN,143.65106201,-13.45235825,77540.97287
"Bell Bank (North) (13-069)",NaN,NaN,NaN,143.62536621,-13.45379353,1001843.44
"Bell Bank (South) (13-070)",NaN,NaN,NaN,143.62139893,-13.46678734,447159.4229
"Heath Reef (13-071)",NaN,NaN,NaN,143.68113708,-13.47515297,727378.1479
"Eden Reef (14-008)",NaN,NaN,NaN,143.91389465,-14.07781029,939983.6777
"Clark Shoal (14-009)",NaN,NaN,NaN,143.93676758,-14.12939835,458031.4853
"U/N Reef (14-010)",NaN,NaN,NaN,143.70248413,-14.14096928,10093423.2
"Olive Patch (14-011)",NaN,NaN,NaN,143.93307495,-14.17860126,334874.2465
"Cliff Islands Reef (West) (14-012)",NaN,NaN,NaN,143.7739563,-14.22058868,2102592.063
"Cliff Islands Reef (East) (14-013)",NaN,NaN,NaN,143.79229736,-14.22569561,651549.3015
"U/N Reef (14-014)",NaN,NaN,NaN,143.730896,-14.25510216,4582277.814
"June Reef (14-015)",NaN,NaN,NaN,143.7796936,-14.28871727,742148.8184
"Hicks Reef (14-086)",0.00130208333333333,0,0.0078125,145.4821167,-14.45256233,23761377.88
"Snake Reef (14-087)",NaN,NaN,NaN,145.02529907,-14.47311687,11632311.49
"Waining Reef (14-088)",NaN,NaN,NaN,145.22224426,-14.45621586,151335389.2
"Day Reef (14-089)",NaN,NaN,NaN,145.53677368,-14.49668884,23858269.08
"Ribbon No 9 Reef (14-154)",0,0,0,145.70335388,-14.99295044,21525626.45
"U/N Reef (14-159a)",NaN,NaN,NaN,144.70373535,-14.123209,43841.03187
"U/N Reef (14-159b)",NaN,NaN,NaN,144.69979858,-14.13428593,29224.64643
"U/N Reef (14-160)",NaN,NaN,NaN,144.85940552,-14.19372177,56015.30668
"U/N Reef (14-161)",NaN,NaN,NaN,143.92962646,-14.01922894,1411799.645
"U/N Reef (14-162)",NaN,NaN,NaN,144.71105957,-14.55679035,79572.02138
"U/N Reef (14-163)",NaN,NaN,NaN,145.45413208,-14.90861607,417874.027
"Ada Bank (15-001)",NaN,NaN,NaN,145.46420288,-15.00384617,702428.1584
"Morris Island Reef (13-072)",NaN,NaN,NaN,143.73855591,-13.48629475,15402784.62
"U/N Reef (13-073)",NaN,NaN,NaN,143.99581909,-13.46698475,110679.6517
"U/N Reef (13-074)",NaN,NaN,NaN,144.05264282,-13.47808075,13417935.67
"MacDonald Reef (13-075)",NaN,NaN,NaN,143.65530396,-13.54245853,210596.5254
"Corbett Reef (14-016)",0.0380952380952381,0,0.228571428571429,144.11610413,-13.97915649,223273075.5
"Clack Reef (14-017)",0.41225491253358,0.11864406779661,2.03125,144.24232483,-14.06813049,12898824.99
"King Island Reef (14-018)",NaN,NaN,NaN,144.32124329,-14.09972095,3721958.05
"Aylen Patch (14-019)",NaN,NaN,NaN,144.48490906,-14.1037178,755170.9783
"Oswald Shoal (14-020)",NaN,NaN,NaN,144.49787903,-14.10725403,744208.1689
"Howick Reef (14-090)",NaN,NaN,NaN,144.97001648,-14.50333881,3311366.757
"Noble Reef (14-091)",NaN,NaN,NaN,144.76498413,-14.5015974,609409.3692
"Two Islands Reef (15-002)",0.472459167241776,0,3.6,145.44151306,-15.02282429,1876194.975
"Low Wooded Reef (15-003)",NaN,NaN,NaN,145.37962341,-15.09353924,879768.4658
"Murray Reefs (No  1) (15-004a)",NaN,NaN,NaN,145.26332092,-15.09548569,73196.1026
"Murray Reefs (No  2) (15-004b)",NaN,NaN,NaN,145.26872253,-15.09468842,291786.5288
"Murray Reefs (No  3) (15-004c)",NaN,NaN,NaN,145.2641449,-15.10084438,46283.94412
"Ogilvie Reef (13-076)",NaN,NaN,NaN,143.79095459,-13.52589226,37560882.42
"U/N Reef (13-077)",NaN,NaN,NaN,143.85205078,-13.55240631,80483620.25
"Wharton Reef (14-022)",NaN,NaN,NaN,144.00228882,-14.12823677,1142843.548
"Atkinson Reef (14-023)",NaN,NaN,NaN,144.30235291,-14.12132931,203673.3139
"Channel Rocks Reef (14-024)",NaN,NaN,NaN,144.48410034,-14.14257717,358589.4417
"Boulder Rock Reef (14-025)",NaN,NaN,NaN,144.4851532,-14.14838314,258982.2761
"Stanley Island Reef (No 1) (14-026a)",NaN,NaN,NaN,144.24606323,-14.14079285,871690.7875
"Newton Reef (14-092)",NaN,NaN,NaN,144.915802,-14.5055275,635426.0394
"Sand Reef (14-093)",NaN,NaN,NaN,144.84501648,-14.52162933,61594.75169
"Houghton Reef (14-094)",NaN,NaN,NaN,144.97320557,-14.52409172,891771.4978
"U/N Reef (14-096)",NaN,NaN,NaN,144.85603333,-14.53952599,73639.7256
"Coquet Reef (14-097)",NaN,NaN,NaN,144.99267578,-14.53987789,754822.743
"Three Islands Reef (15-005)",0.336101398601399,0,2.13636363636364,145.4223938,-15.11523628,1653061.675
"Conical Rock Reef (15-006)",NaN,NaN,NaN,145.31759644,-15.13833618,1645747.766
"U/N Reef (15-007)",NaN,NaN,NaN,145.24746704,-15.15592575,1054992.653
"Beor Reef (15-008)",NaN,NaN,NaN,145.26821899,-15.15889835,385785.5164
"Forrester Reef (15-009)",0.32582868708821,0.0214374482187241,2.08219178082192,145.49612427,-15.16672802,14392506.25
"U/N Reef (15-010)",NaN,NaN,NaN,145.24674988,-15.17649174,586992.9362
"Petty Patch (15-011)",NaN,NaN,NaN,145.3425293,-15.21461678,251245.9239
"U/N Reef (13-078)",NaN,NaN,NaN,143.92167664,-13.64098835,2648601.048
"Noddy Reef (No 1) (13-079a)",NaN,NaN,NaN,143.7923584,-13.68203926,42983978.77
"Noddy Reef (No 2) (13-079b)",NaN,NaN,NaN,143.8249054,-13.6243248,9064660.957
"Noddy Reef (No 3) (13-079c)",NaN,NaN,NaN,143.90786743,-13.6067009,14278556.87
"Stanley Island Reef (No 2) (14-026b)",NaN,NaN,NaN,144.2540741,-14.15140057,538231.0178
"Stanley Island Reef (No 3) (14-026c)",NaN,NaN,NaN,144.23217773,-14.16351414,176810.8682
"Stanley Island Reef (No 4) (14-026d)",NaN,NaN,NaN,144.21936035,-14.17449474,725628.0942
"Stanley Island Reef (No 5) (14-026e)",NaN,NaN,NaN,144.21647644,-14.16182899,2761759.588
"U/N Reef (14-028)",NaN,NaN,NaN,144.73506165,-14.17453384,34008097.49
"MacLear Reef (14-029)",NaN,NaN,NaN,144.24589539,-14.20897293,101921.083
"Miles Reef (North) (14-098a)",NaN,NaN,NaN,144.92166138,-14.54079914,107809.3612
"Miles Reef (South) (14-098b)",NaN,NaN,NaN,144.91864014,-14.54436874,130111.1298
"Leggatt Reef (14-099)",NaN,NaN,NaN,144.87019348,-14.54813004,372717.6604
"U/N Reef (14-100)",NaN,NaN,NaN,144.85015869,-14.55084801,81100.68835
"Sinclair-Morris Reef (14-101)",NaN,NaN,NaN,144.90519714,-14.55351067,545801.199
"Hampton Reef (14-102)",NaN,NaN,NaN,144.88925171,-14.56277466,808052.3266
"Beatrice Reef (14-103)",NaN,NaN,NaN,144.92724609,-14.57393074,326132.4729
"Boulder Reef (15-012)",0.119686680766391,0,1.48148148148148,145.43144226,-15.41388798,13553642.18
"Egret Reef (15-013)",0.13246237889095,0,2.02040816326531,145.41749573,-15.47411537,11951889.18
"Blackbird Patches (North) (15-014a)",NaN,NaN,NaN,145.28981018,-15.47772884,61779.22212
"Blackbird Patches (South) (15-014b)",NaN,NaN,NaN,145.28871155,-15.48388767,60883.11183
"Tilbrook Bank (15-015)",NaN,NaN,NaN,145.51106262,-15.00606918,799032.7203
"Gull Reef (15-016)",NaN,NaN,NaN,145.56919861,-15.00490189,585266.3747
"U/N Reef (15-017a)",NaN,NaN,NaN,145.69593811,-15.03404808,3591956.892
"U/N Reef (15-017b)",NaN,NaN,NaN,145.70285034,-15.04533005,98708.70392
"U/N Reef (15-017c)",NaN,NaN,NaN,145.67945862,-15.0241518,158925.6265
"U/N Reef (13-080)",NaN,NaN,NaN,143.55670166,-13.63815117,10517851.6
"Fife Reef (13-081)",NaN,NaN,NaN,143.73074341,-13.65333939,4117978.838
"Hay Island Reef (13-083)",NaN,NaN,NaN,143.6907196,-13.6692791,728556.5183
"U/N Reef (13-084)",NaN,NaN,NaN,143.81729126,-13.70207787,668887.9418
"Frenchman Reef (13-085)",NaN,NaN,NaN,143.56437683,-13.72936916,1710671.261
"Poulsen Reef (13-086)",NaN,NaN,NaN,143.6388092,-13.73720264,78931.87297
"Blackwood Reef (14-031)",NaN,NaN,NaN,144.22192383,-14.21750355,1377684.649
"Denham Reef (14-032)",NaN,NaN,NaN,144.26789856,-14.2218523,470987.175
"Rocky Islets Reef (North) (14-033a)",NaN,NaN,NaN,144.34783936,-14.25623035,514892.0759
"Rocky Islets Reef (South) (14-033b)",NaN,NaN,NaN,144.35614014,-14.27101898,188117.1228
"U/N Reef (14-034)",NaN,NaN,NaN,144.74775696,-14.06616116,168704896.1
"U/N Reef (14-035)",NaN,NaN,NaN,144.66711426,-14.0890255,1874644.968
"Pipon Shoals (14-036)",NaN,NaN,NaN,144.53530884,-14.09478951,1167601.88
"Melanie Patches (14-037)",NaN,NaN,NaN,144.57701111,-14.10134888,680501.9629
"Murdoch Reef (14-104)",NaN,NaN,NaN,144.93525696,-14.61428642,3302365.536
"U/N Reef (14-105)",NaN,NaN,NaN,144.92219543,-14.63728428,6032976.968
"Rocky Ledges (14-106)",NaN,NaN,NaN,144.95262146,-14.68451023,1252566.294
"U/N Reef (14-107a)",NaN,NaN,NaN,144.9936676,-14.71187115,249860.6383
"U/N Reef (14-107b)",NaN,NaN,NaN,144.98652649,-14.71438885,62165.18069
"U/N Reef (14-108)",NaN,NaN,NaN,144.95266724,-14.71846771,1589255.625
"Fly Reef (14-109)",0.0301333708145927,0.0208333333333333,0.0869565217391304,145.15846252,-14.50730419,1425476.438
"Underwood Shoal (14-110)",NaN,NaN,NaN,145.4662323,-14.59091663,595796.5585
"Covered Reef (14-111)",NaN,NaN,NaN,145.1781311,-14.66032028,328915.812
"Stewart Shoal (14-112)",NaN,NaN,NaN,145.46826172,-14.61452484,430222.4547
"Pasco Reef (15-018)",0.158937198067633,0,0.739130434782609,145.53305054,-15.04456997,2490762.691
