modelNameMod2,filePathMod2,hydroModelMod2,settlementRadiusMod2,precompPeriodMod2,dateMod2,spawningSeasonMod2,yearMod2,monthDayMod2,mod1IndMod2,mod2IndMod2,dayMod2,spawningSeasonYearMod2
conMat_GBRLUp_0p5km_compSurvTc15_20190114,../Data/connectivityMats/GBRLUp/enlargeDist0p5km/compSurvTc15/conMat_GBRLUp_0p5km_compSurvTc15_20190114.mat,GBRLUp,0.5,15,20190114,2018-19,2019,0114,328,328,45,2018
conMat_GBRLUp_0p5km_compSurvTc15_20190121,../Data/connectivityMats/GBRLUp/enlargeDist0p5km/compSurvTc15/conMat_GBRLUp_0p5km_compSurvTc15_20190121.mat,GBRLUp,0.5,15,20190121,2018-19,2019,0121,329,329,52,2018
conMat_GBRLUp_0p5km_compSurvTc15_20190128,../Data/connectivityMats/GBRLUp/enlargeDist0p5km/compSurvTc15/conMat_GBRLUp_0p5km_compSurvTc15_20190128.mat,GBRLUp,0.5,15,20190128,2018-19,2019,0128,330,330,59,2018
conMat_GBRLUp_1km_compSurvTc9_20181201,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvAll/conMat_GBRLUp_1km_compSurvAll_20181201.mat,GBRLUp,1,9,20181201,2018-19,2018,1201,331,331,1,2018
conMat_GBRLUp_1km_compSurvTc9_20181207,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvAll/conMat_GBRLUp_1km_compSurvAll_20181207.mat,GBRLUp,1,9,20181207,2018-19,2018,1207,332,332,7,2018
conMat_GBRLUp_1km_compSurvTc9_20181214,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvAll/conMat_GBRLUp_1km_compSurvAll_20181214.mat,GBRLUp,1,9,20181214,2018-19,2018,1214,333,333,14,2018
conMat_GBRLUp_1km_compSurvTc9_20181221,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvAll/conMat_GBRLUp_1km_compSurvAll_20181221.mat,GBRLUp,1,9,20181221,2018-19,2018,1221,334,334,21,2018
conMat_GBRLUp_1km_compSurvTc9_20181228,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvAll/conMat_GBRLUp_1km_compSurvAll_20181228.mat,GBRLUp,1,9,20181228,2018-19,2018,1228,335,335,28,2018
conMat_GBRLUp_1km_compSurvTc9_20190101,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvAll/conMat_GBRLUp_1km_compSurvAll_20190101.mat,GBRLUp,1,9,20190101,2018-19,2019,0101,336,336,32,2018
conMat_GBRLUp_1km_compSurvTc9_20190107,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvAll/conMat_GBRLUp_1km_compSurvAll_20190107.mat,GBRLUp,1,9,20190107,2018-19,2019,0107,337,337,38,2018
conMat_GBRLUp_1km_compSurvTc9_20190114,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvAll/conMat_GBRLUp_1km_compSurvAll_20190114.mat,GBRLUp,1,9,20190114,2018-19,2019,0114,338,338,45,2018
conMat_GBRLUp_1km_compSurvTc9_20190121,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvAll/conMat_GBRLUp_1km_compSurvAll_20190121.mat,GBRLUp,1,9,20190121,2018-19,2019,0121,339,339,52,2018
conMat_GBRLUp_1km_compSurvTc9_20190128,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvAll/conMat_GBRLUp_1km_compSurvAll_20190128.mat,GBRLUp,1,9,20190128,2018-19,2019,0128,340,340,59,2018
conMat_GBRLUp_1km_compSurvTc12_20181201,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvTc12/conMat_GBRLUp_1km_compSurvTc12_20181201.mat,GBRLUp,1,12,20181201,2018-19,2018,1201,341,341,1,2018
conMat_GBRLUp_1km_compSurvTc12_20181207,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvTc12/conMat_GBRLUp_1km_compSurvTc12_20181207.mat,GBRLUp,1,12,20181207,2018-19,2018,1207,342,342,7,2018
conMat_GBRLUp_1km_compSurvTc12_20181214,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvTc12/conMat_GBRLUp_1km_compSurvTc12_20181214.mat,GBRLUp,1,12,20181214,2018-19,2018,1214,343,343,14,2018
conMat_GBRLUp_1km_compSurvTc12_20181221,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvTc12/conMat_GBRLUp_1km_compSurvTc12_20181221.mat,GBRLUp,1,12,20181221,2018-19,2018,1221,344,344,21,2018
conMat_GBRLUp_1km_compSurvTc12_20181228,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvTc12/conMat_GBRLUp_1km_compSurvTc12_20181228.mat,GBRLUp,1,12,20181228,2018-19,2018,1228,345,345,28,2018
conMat_GBRLUp_1km_compSurvTc12_20190101,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvTc12/conMat_GBRLUp_1km_compSurvTc12_20190101.mat,GBRLUp,1,12,20190101,2018-19,2019,0101,346,346,32,2018
conMat_GBRLUp_1km_compSurvTc12_20190107,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvTc12/conMat_GBRLUp_1km_compSurvTc12_20190107.mat,GBRLUp,1,12,20190107,2018-19,2019,0107,347,347,38,2018
conMat_GBRLUp_1km_compSurvTc12_20190114,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvTc12/conMat_GBRLUp_1km_compSurvTc12_20190114.mat,GBRLUp,1,12,20190114,2018-19,2019,0114,348,348,45,2018
conMat_GBRLUp_1km_compSurvTc12_20190121,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvTc12/conMat_GBRLUp_1km_compSurvTc12_20190121.mat,GBRLUp,1,12,20190121,2018-19,2019,0121,349,349,52,2018
conMat_GBRLUp_1km_compSurvTc12_20190128,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvTc12/conMat_GBRLUp_1km_compSurvTc12_20190128.mat,GBRLUp,1,12,20190128,2018-19,2019,0128,350,350,59,2018
conMat_GBRLUp_1km_compSurvTc15_20181201,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvTc15/conMat_GBRLUp_1km_compSurvTc15_20181201.mat,GBRLUp,1,15,20181201,2018-19,2018,1201,351,351,1,2018
conMat_GBRLUp_1km_compSurvTc15_20181207,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvTc15/conMat_GBRLUp_1km_compSurvTc15_20181207.mat,GBRLUp,1,15,20181207,2018-19,2018,1207,352,352,7,2018
conMat_GBRLUp_1km_compSurvTc15_20181214,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvTc15/conMat_GBRLUp_1km_compSurvTc15_20181214.mat,GBRLUp,1,15,20181214,2018-19,2018,1214,353,353,14,2018
conMat_GBRLUp_1km_compSurvTc15_20181221,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvTc15/conMat_GBRLUp_1km_compSurvTc15_20181221.mat,GBRLUp,1,15,20181221,2018-19,2018,1221,354,354,21,2018
conMat_GBRLUp_1km_compSurvTc15_20181228,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvTc15/conMat_GBRLUp_1km_compSurvTc15_20181228.mat,GBRLUp,1,15,20181228,2018-19,2018,1228,355,355,28,2018
conMat_GBRLUp_1km_compSurvTc15_20190101,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvTc15/conMat_GBRLUp_1km_compSurvTc15_20190101.mat,GBRLUp,1,15,20190101,2018-19,2019,0101,356,356,32,2018
conMat_GBRLUp_1km_compSurvTc15_20190107,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvTc15/conMat_GBRLUp_1km_compSurvTc15_20190107.mat,GBRLUp,1,15,20190107,2018-19,2019,0107,357,357,38,2018
conMat_GBRLUp_1km_compSurvTc15_20190114,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvTc15/conMat_GBRLUp_1km_compSurvTc15_20190114.mat,GBRLUp,1,15,20190114,2018-19,2019,0114,358,358,45,2018
conMat_GBRLUp_1km_compSurvTc15_20190121,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvTc15/conMat_GBRLUp_1km_compSurvTc15_20190121.mat,GBRLUp,1,15,20190121,2018-19,2019,0121,359,359,52,2018
conMat_GBRLUp_1km_compSurvTc15_20190128,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvTc15/conMat_GBRLUp_1km_compSurvTc15_20190128.mat,GBRLUp,1,15,20190128,2018-19,2019,0128,360,360,59,2018
conMat_GBRLUp_1p5km_compSurvTc9_20181201,../Data/connectivityMats/GBRLUp/enlargeDist1p5km/compSurvAll/conMat_GBRLUp_1p5km_compSurvAll_20181201.mat,GBRLUp,1.5,9,20181201,2018-19,2018,1201,361,361,1,2018
conMat_GBRLUp_1p5km_compSurvTc9_20181207,../Data/connectivityMats/GBRLUp/enlargeDist1p5km/compSurvAll/conMat_GBRLUp_1p5km_compSurvAll_20181207.mat,GBRLUp,1.5,9,20181207,2018-19,2018,1207,362,362,7,2018
conMat_GBRLUp_1p5km_compSurvTc9_20181214,../Data/connectivityMats/GBRLUp/enlargeDist1p5km/compSurvAll/conMat_GBRLUp_1p5km_compSurvAll_20181214.mat,GBRLUp,1.5,9,20181214,2018-19,2018,1214,363,363,14,2018
conMat_GBRLUp_1p5km_compSurvTc9_20181221,../Data/connectivityMats/GBRLUp/enlargeDist1p5km/compSurvAll/conMat_GBRLUp_1p5km_compSurvAll_20181221.mat,GBRLUp,1.5,9,20181221,2018-19,2018,1221,364,364,21,2018
conMat_GBRLUp_1p5km_compSurvTc9_20181228,../Data/connectivityMats/GBRLUp/enlargeDist1p5km/compSurvAll/conMat_GBRLUp_1p5km_compSurvAll_20181228.mat,GBRLUp,1.5,9,20181228,2018-19,2018,1228,365,365,28,2018
conMat_GBRLUp_1p5km_compSurvTc9_20190101,../Data/connectivityMats/GBRLUp/enlargeDist1p5km/compSurvAll/conMat_GBRLUp_1p5km_compSurvAll_20190101.mat,GBRLUp,1.5,9,20190101,2018-19,2019,0101,366,366,32,2018
conMat_GBRLUp_1p5km_compSurvTc9_20190107,../Data/connectivityMats/GBRLUp/enlargeDist1p5km/compSurvAll/conMat_GBRLUp_1p5km_compSurvAll_20190107.mat,GBRLUp,1.5,9,20190107,2018-19,2019,0107,367,367,38,2018
conMat_GBRLUp_1p5km_compSurvTc9_20190114,../Data/connectivityMats/GBRLUp/enlargeDist1p5km/compSurvAll/conMat_GBRLUp_1p5km_compSurvAll_20190114.mat,GBRLUp,1.5,9,20190114,2018-19,2019,0114,368,368,45,2018
conMat_GBRLUp_1p5km_compSurvTc9_20190121,../Data/connectivityMats/GBRLUp/enlargeDist1p5km/compSurvAll/conMat_GBRLUp_1p5km_compSurvAll_20190121.mat,GBRLUp,1.5,9,20190121,2018-19,2019,0121,369,369,52,2018
conMat_GBRLUp_1p5km_compSurvTc9_20190128,../Data/connectivityMats/GBRLUp/enlargeDist1p5km/compSurvAll/conMat_GBRLUp_1p5km_compSurvAll_20190128.mat,GBRLUp,1.5,9,20190128,2018-19,2019,0128,370,370,59,2018
conMat_GBRLUp_1p5km_compSurvTc12_20181201,../Data/connectivityMats/GBRLUp/enlargeDist1p5km/compSurvTc12/conMat_GBRLUp_1p5km_compSurvTc12_20181201.mat,GBRLUp,1.5,12,20181201,2018-19,2018,1201,371,371,1,2018
conMat_GBRLUp_1p5km_compSurvTc12_20181207,../Data/connectivityMats/GBRLUp/enlargeDist1p5km/compSurvTc12/conMat_GBRLUp_1p5km_compSurvTc12_20181207.mat,GBRLUp,1.5,12,20181207,2018-19,2018,1207,372,372,7,2018
conMat_GBRLUp_1p5km_compSurvTc12_20181214,../Data/connectivityMats/GBRLUp/enlargeDist1p5km/compSurvTc12/conMat_GBRLUp_1p5km_compSurvTc12_20181214.mat,GBRLUp,1.5,12,20181214,2018-19,2018,1214,373,373,14,2018
conMat_GBRLUp_1p5km_compSurvTc12_20181221,../Data/connectivityMats/GBRLUp/enlargeDist1p5km/compSurvTc12/conMat_GBRLUp_1p5km_compSurvTc12_20181221.mat,GBRLUp,1.5,12,20181221,2018-19,2018,1221,374,374,21,2018
conMat_GBRLUp_1p5km_compSurvTc12_20181228,../Data/connectivityMats/GBRLUp/enlargeDist1p5km/compSurvTc12/conMat_GBRLUp_1p5km_compSurvTc12_20181228.mat,GBRLUp,1.5,12,20181228,2018-19,2018,1228,375,375,28,2018
conMat_GBRLUp_1p5km_compSurvTc12_20190101,../Data/connectivityMats/GBRLUp/enlargeDist1p5km/compSurvTc12/conMat_GBRLUp_1p5km_compSurvTc12_20190101.mat,GBRLUp,1.5,12,20190101,2018-19,2019,0101,376,376,32,2018
conMat_GBRLUp_1p5km_compSurvTc12_20190107,../Data/connectivityMats/GBRLUp/enlargeDist1p5km/compSurvTc12/conMat_GBRLUp_1p5km_compSurvTc12_20190107.mat,GBRLUp,1.5,12,20190107,2018-19,2019,0107,377,377,38,2018
conMat_GBRLUp_1p5km_compSurvTc12_20190114,../Data/connectivityMats/GBRLUp/enlargeDist1p5km/compSurvTc12/conMat_GBRLUp_1p5km_compSurvTc12_20190114.mat,GBRLUp,1.5,12,20190114,2018-19,2019,0114,378,378,45,2018
conMat_GBRLUp_1p5km_compSurvTc12_20190121,../Data/connectivityMats/GBRLUp/enlargeDist1p5km/compSurvTc12/conMat_GBRLUp_1p5km_compSurvTc12_20190121.mat,GBRLUp,1.5,12,20190121,2018-19,2019,0121,379,379,52,2018
conMat_GBRLUp_1p5km_compSurvTc12_20190128,../Data/connectivityMats/GBRLUp/enlargeDist1p5km/compSurvTc12/conMat_GBRLUp_1p5km_compSurvTc12_20190128.mat,GBRLUp,1.5,12,20190128,2018-19,2019,0128,380,380,59,2018
conMat_GBRLUp_1p5km_compSurvTc15_20181201,../Data/connectivityMats/GBRLUp/enlargeDist1p5km/compSurvTc15/conMat_GBRLUp_1p5km_compSurvTc15_20181201.mat,GBRLUp,1.5,15,20181201,2018-19,2018,1201,381,381,1,2018
conMat_GBRLUp_1p5km_compSurvTc15_20181207,../Data/connectivityMats/GBRLUp/enlargeDist1p5km/compSurvTc15/conMat_GBRLUp_1p5km_compSurvTc15_20181207.mat,GBRLUp,1.5,15,20181207,2018-19,2018,1207,382,382,7,2018
conMat_GBRLUp_1p5km_compSurvTc15_20181214,../Data/connectivityMats/GBRLUp/enlargeDist1p5km/compSurvTc15/conMat_GBRLUp_1p5km_compSurvTc15_20181214.mat,GBRLUp,1.5,15,20181214,2018-19,2018,1214,383,383,14,2018
conMat_GBRLUp_1p5km_compSurvTc15_20181221,../Data/connectivityMats/GBRLUp/enlargeDist1p5km/compSurvTc15/conMat_GBRLUp_1p5km_compSurvTc15_20181221.mat,GBRLUp,1.5,15,20181221,2018-19,2018,1221,384,384,21,2018
conMat_GBRLUp_1p5km_compSurvTc15_20181228,../Data/connectivityMats/GBRLUp/enlargeDist1p5km/compSurvTc15/conMat_GBRLUp_1p5km_compSurvTc15_20181228.mat,GBRLUp,1.5,15,20181228,2018-19,2018,1228,385,385,28,2018
conMat_GBRLUp_1p5km_compSurvTc15_20190101,../Data/connectivityMats/GBRLUp/enlargeDist1p5km/compSurvTc15/conMat_GBRLUp_1p5km_compSurvTc15_20190101.mat,GBRLUp,1.5,15,20190101,2018-19,2019,0101,386,386,32,2018
conMat_GBRLUp_1p5km_compSurvTc15_20190107,../Data/connectivityMats/GBRLUp/enlargeDist1p5km/compSurvTc15/conMat_GBRLUp_1p5km_compSurvTc15_20190107.mat,GBRLUp,1.5,15,20190107,2018-19,2019,0107,387,387,38,2018
conMat_GBRLUp_1p5km_compSurvTc15_20190114,../Data/connectivityMats/GBRLUp/enlargeDist1p5km/compSurvTc15/conMat_GBRLUp_1p5km_compSurvTc15_20190114.mat,GBRLUp,1.5,15,20190114,2018-19,2019,0114,388,388,45,2018
conMat_GBRLUp_1p5km_compSurvTc15_20190121,../Data/connectivityMats/GBRLUp/enlargeDist1p5km/compSurvTc15/conMat_GBRLUp_1p5km_compSurvTc15_20190121.mat,GBRLUp,1.5,15,20190121,2018-19,2019,0121,389,389,52,2018
conMat_GBRLUp_1p5km_compSurvTc15_20190128,../Data/connectivityMats/GBRLUp/enlargeDist1p5km/compSurvTc15/conMat_GBRLUp_1p5km_compSurvTc15_20190128.mat,GBRLUp,1.5,15,20190128,2018-19,2019,0128,390,390,59,2018
conMat_GBRLUp_0p5km_compSurvTc9_20191201,../Data/connectivityMats/GBRLUp/enlargeDist0p5km/compSurvAll/conMat_GBRLUp_0p5km_compSurvAll_20191201.mat,GBRLUp,0.5,9,20191201,2019-20,2019,1201,391,391,1,2019
conMat_GBRLUp_0p5km_compSurvTc9_20191207,../Data/connectivityMats/GBRLUp/enlargeDist0p5km/compSurvAll/conMat_GBRLUp_0p5km_compSurvAll_20191207.mat,GBRLUp,0.5,9,20191207,2019-20,2019,1207,392,392,7,2019
conMat_GBRLUp_0p5km_compSurvTc9_20191214,../Data/connectivityMats/GBRLUp/enlargeDist0p5km/compSurvAll/conMat_GBRLUp_0p5km_compSurvAll_20191214.mat,GBRLUp,0.5,9,20191214,2019-20,2019,1214,393,393,14,2019
conMat_GBRLUp_0p5km_compSurvTc9_20191221,../Data/connectivityMats/GBRLUp/enlargeDist0p5km/compSurvAll/conMat_GBRLUp_0p5km_compSurvAll_20191221.mat,GBRLUp,0.5,9,20191221,2019-20,2019,1221,394,394,21,2019
conMat_GBRLUp_0p5km_compSurvTc9_20191228,../Data/connectivityMats/GBRLUp/enlargeDist0p5km/compSurvAll/conMat_GBRLUp_0p5km_compSurvAll_20191228.mat,GBRLUp,0.5,9,20191228,2019-20,2019,1228,395,395,28,2019
conMat_GBRLUp_0p5km_compSurvTc9_20200101,../Data/connectivityMats/GBRLUp/enlargeDist0p5km/compSurvAll/conMat_GBRLUp_0p5km_compSurvAll_20200101.mat,GBRLUp,0.5,9,20200101,2019-20,2020,0101,396,396,32,2019
conMat_GBRLUp_0p5km_compSurvTc9_20200107,../Data/connectivityMats/GBRLUp/enlargeDist0p5km/compSurvAll/conMat_GBRLUp_0p5km_compSurvAll_20200107.mat,GBRLUp,0.5,9,20200107,2019-20,2020,0107,397,397,38,2019
conMat_GBRLUp_0p5km_compSurvTc9_20200114,../Data/connectivityMats/GBRLUp/enlargeDist0p5km/compSurvAll/conMat_GBRLUp_0p5km_compSurvAll_20200114.mat,GBRLUp,0.5,9,20200114,2019-20,2020,0114,398,398,45,2019
conMat_GBRLUp_0p5km_compSurvTc9_20200121,../Data/connectivityMats/GBRLUp/enlargeDist0p5km/compSurvAll/conMat_GBRLUp_0p5km_compSurvAll_20200121.mat,GBRLUp,0.5,9,20200121,2019-20,2020,0121,399,399,52,2019
conMat_GBRLUp_0p5km_compSurvTc9_20200128,../Data/connectivityMats/GBRLUp/enlargeDist0p5km/compSurvAll/conMat_GBRLUp_0p5km_compSurvAll_20200128.mat,GBRLUp,0.5,9,20200128,2019-20,2020,0128,400,400,59,2019
conMat_GBRLUp_0p5km_compSurvTc12_20191201,../Data/connectivityMats/GBRLUp/enlargeDist0p5km/compSurvTc12/conMat_GBRLUp_0p5km_compSurvTc12_20191201.mat,GBRLUp,0.5,12,20191201,2019-20,2019,1201,401,401,1,2019
conMat_GBRLUp_0p5km_compSurvTc12_20191207,../Data/connectivityMats/GBRLUp/enlargeDist0p5km/compSurvTc12/conMat_GBRLUp_0p5km_compSurvTc12_20191207.mat,GBRLUp,0.5,12,20191207,2019-20,2019,1207,402,402,7,2019
conMat_GBRLUp_0p5km_compSurvTc12_20191214,../Data/connectivityMats/GBRLUp/enlargeDist0p5km/compSurvTc12/conMat_GBRLUp_0p5km_compSurvTc12_20191214.mat,GBRLUp,0.5,12,20191214,2019-20,2019,1214,403,403,14,2019
conMat_GBRLUp_0p5km_compSurvTc12_20191221,../Data/connectivityMats/GBRLUp/enlargeDist0p5km/compSurvTc12/conMat_GBRLUp_0p5km_compSurvTc12_20191221.mat,GBRLUp,0.5,12,20191221,2019-20,2019,1221,404,404,21,2019
conMat_GBRLUp_0p5km_compSurvTc12_20191228,../Data/connectivityMats/GBRLUp/enlargeDist0p5km/compSurvTc12/conMat_GBRLUp_0p5km_compSurvTc12_20191228.mat,GBRLUp,0.5,12,20191228,2019-20,2019,1228,405,405,28,2019
conMat_GBRLUp_0p5km_compSurvTc12_20200101,../Data/connectivityMats/GBRLUp/enlargeDist0p5km/compSurvTc12/conMat_GBRLUp_0p5km_compSurvTc12_20200101.mat,GBRLUp,0.5,12,20200101,2019-20,2020,0101,406,406,32,2019
conMat_GBRLUp_0p5km_compSurvTc12_20200107,../Data/connectivityMats/GBRLUp/enlargeDist0p5km/compSurvTc12/conMat_GBRLUp_0p5km_compSurvTc12_20200107.mat,GBRLUp,0.5,12,20200107,2019-20,2020,0107,407,407,38,2019
conMat_GBRLUp_0p5km_compSurvTc12_20200114,../Data/connectivityMats/GBRLUp/enlargeDist0p5km/compSurvTc12/conMat_GBRLUp_0p5km_compSurvTc12_20200114.mat,GBRLUp,0.5,12,20200114,2019-20,2020,0114,408,408,45,2019
conMat_GBRLUp_0p5km_compSurvTc12_20200121,../Data/connectivityMats/GBRLUp/enlargeDist0p5km/compSurvTc12/conMat_GBRLUp_0p5km_compSurvTc12_20200121.mat,GBRLUp,0.5,12,20200121,2019-20,2020,0121,409,409,52,2019
conMat_GBRLUp_0p5km_compSurvTc12_20200128,../Data/connectivityMats/GBRLUp/enlargeDist0p5km/compSurvTc12/conMat_GBRLUp_0p5km_compSurvTc12_20200128.mat,GBRLUp,0.5,12,20200128,2019-20,2020,0128,410,410,59,2019
conMat_GBRLUp_0p5km_compSurvTc15_20191201,../Data/connectivityMats/GBRLUp/enlargeDist0p5km/compSurvTc15/conMat_GBRLUp_0p5km_compSurvTc15_20191201.mat,GBRLUp,0.5,15,20191201,2019-20,2019,1201,411,411,1,2019
conMat_GBRLUp_0p5km_compSurvTc15_20191207,../Data/connectivityMats/GBRLUp/enlargeDist0p5km/compSurvTc15/conMat_GBRLUp_0p5km_compSurvTc15_20191207.mat,GBRLUp,0.5,15,20191207,2019-20,2019,1207,412,412,7,2019
conMat_GBRLUp_0p5km_compSurvTc15_20191214,../Data/connectivityMats/GBRLUp/enlargeDist0p5km/compSurvTc15/conMat_GBRLUp_0p5km_compSurvTc15_20191214.mat,GBRLUp,0.5,15,20191214,2019-20,2019,1214,413,413,14,2019
conMat_GBRLUp_0p5km_compSurvTc15_20191221,../Data/connectivityMats/GBRLUp/enlargeDist0p5km/compSurvTc15/conMat_GBRLUp_0p5km_compSurvTc15_20191221.mat,GBRLUp,0.5,15,20191221,2019-20,2019,1221,414,414,21,2019
conMat_GBRLUp_0p5km_compSurvTc15_20191228,../Data/connectivityMats/GBRLUp/enlargeDist0p5km/compSurvTc15/conMat_GBRLUp_0p5km_compSurvTc15_20191228.mat,GBRLUp,0.5,15,20191228,2019-20,2019,1228,415,415,28,2019
conMat_GBRLUp_0p5km_compSurvTc15_20200101,../Data/connectivityMats/GBRLUp/enlargeDist0p5km/compSurvTc15/conMat_GBRLUp_0p5km_compSurvTc15_20200101.mat,GBRLUp,0.5,15,20200101,2019-20,2020,0101,416,416,32,2019
conMat_GBRLUp_0p5km_compSurvTc15_20200107,../Data/connectivityMats/GBRLUp/enlargeDist0p5km/compSurvTc15/conMat_GBRLUp_0p5km_compSurvTc15_20200107.mat,GBRLUp,0.5,15,20200107,2019-20,2020,0107,417,417,38,2019
conMat_GBRLUp_0p5km_compSurvTc15_20200114,../Data/connectivityMats/GBRLUp/enlargeDist0p5km/compSurvTc15/conMat_GBRLUp_0p5km_compSurvTc15_20200114.mat,GBRLUp,0.5,15,20200114,2019-20,2020,0114,418,418,45,2019
conMat_GBRLUp_0p5km_compSurvTc15_20200121,../Data/connectivityMats/GBRLUp/enlargeDist0p5km/compSurvTc15/conMat_GBRLUp_0p5km_compSurvTc15_20200121.mat,GBRLUp,0.5,15,20200121,2019-20,2020,0121,419,419,52,2019
conMat_GBRLUp_0p5km_compSurvTc15_20200128,../Data/connectivityMats/GBRLUp/enlargeDist0p5km/compSurvTc15/conMat_GBRLUp_0p5km_compSurvTc15_20200128.mat,GBRLUp,0.5,15,20200128,2019-20,2020,0128,420,420,59,2019
conMat_GBRLUp_1km_compSurvTc9_20191201,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvAll/conMat_GBRLUp_1km_compSurvAll_20191201.mat,GBRLUp,1,9,20191201,2019-20,2019,1201,421,421,1,2019
conMat_GBRLUp_1km_compSurvTc9_20191207,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvAll/conMat_GBRLUp_1km_compSurvAll_20191207.mat,GBRLUp,1,9,20191207,2019-20,2019,1207,422,422,7,2019
conMat_GBRLUp_1km_compSurvTc9_20191214,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvAll/conMat_GBRLUp_1km_compSurvAll_20191214.mat,GBRLUp,1,9,20191214,2019-20,2019,1214,423,423,14,2019
conMat_GBRLUp_1km_compSurvTc9_20191221,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvAll/conMat_GBRLUp_1km_compSurvAll_20191221.mat,GBRLUp,1,9,20191221,2019-20,2019,1221,424,424,21,2019
conMat_GBRLUp_1km_compSurvTc9_20191228,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvAll/conMat_GBRLUp_1km_compSurvAll_20191228.mat,GBRLUp,1,9,20191228,2019-20,2019,1228,425,425,28,2019
conMat_GBRLUp_1km_compSurvTc9_20200101,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvAll/conMat_GBRLUp_1km_compSurvAll_20200101.mat,GBRLUp,1,9,20200101,2019-20,2020,0101,426,426,32,2019
conMat_GBRLUp_1km_compSurvTc9_20200107,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvAll/conMat_GBRLUp_1km_compSurvAll_20200107.mat,GBRLUp,1,9,20200107,2019-20,2020,0107,427,427,38,2019
conMat_GBRLUp_1km_compSurvTc9_20200114,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvAll/conMat_GBRLUp_1km_compSurvAll_20200114.mat,GBRLUp,1,9,20200114,2019-20,2020,0114,428,428,45,2019
conMat_GBRLUp_1km_compSurvTc9_20200121,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvAll/conMat_GBRLUp_1km_compSurvAll_20200121.mat,GBRLUp,1,9,20200121,2019-20,2020,0121,429,429,52,2019
conMat_GBRLUp_1km_compSurvTc9_20200128,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvAll/conMat_GBRLUp_1km_compSurvAll_20200128.mat,GBRLUp,1,9,20200128,2019-20,2020,0128,430,430,59,2019
conMat_GBRLUp_1km_compSurvTc12_20191201,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvTc12/conMat_GBRLUp_1km_compSurvTc12_20191201.mat,GBRLUp,1,12,20191201,2019-20,2019,1201,431,431,1,2019
conMat_GBRLUp_1km_compSurvTc12_20191207,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvTc12/conMat_GBRLUp_1km_compSurvTc12_20191207.mat,GBRLUp,1,12,20191207,2019-20,2019,1207,432,432,7,2019
conMat_GBRLUp_1km_compSurvTc12_20191214,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvTc12/conMat_GBRLUp_1km_compSurvTc12_20191214.mat,GBRLUp,1,12,20191214,2019-20,2019,1214,433,433,14,2019
conMat_GBRLUp_1km_compSurvTc12_20191221,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvTc12/conMat_GBRLUp_1km_compSurvTc12_20191221.mat,GBRLUp,1,12,20191221,2019-20,2019,1221,434,434,21,2019
