modelNameMod2,filePathMod2,hydroModelMod2,settlementRadiusMod2,precompPeriodMod2,dateMod2,spawningSeasonMod2,yearMod2,monthDayMod2,mod1IndMod2,mod2IndMod2,dayMod2,spawningSeasonYearMod2
conMat_GBRLUp_1km_compSurvTc12_20220121,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvTc12/conMat_GBRLUp_1km_compSurvTc12_20220121.mat,GBRLUp,1,12,20220121,2021-22,2022,0121,619,619,52,2021
conMat_GBRLUp_1km_compSurvTc12_20220128,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvTc12/conMat_GBRLUp_1km_compSurvTc12_20220128.mat,GBRLUp,1,12,20220128,2021-22,2022,0128,620,620,59,2021
conMat_GBRLUp_1km_compSurvTc15_20211201,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvTc15/conMat_GBRLUp_1km_compSurvTc15_20211201.mat,GBRLUp,1,15,20211201,2021-22,2021,1201,621,621,1,2021
conMat_GBRLUp_1km_compSurvTc15_20211207,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvTc15/conMat_GBRLUp_1km_compSurvTc15_20211207.mat,GBRLUp,1,15,20211207,2021-22,2021,1207,622,622,7,2021
conMat_GBRLUp_1km_compSurvTc15_20211214,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvTc15/conMat_GBRLUp_1km_compSurvTc15_20211214.mat,GBRLUp,1,15,20211214,2021-22,2021,1214,623,623,14,2021
conMat_GBRLUp_1km_compSurvTc15_20211221,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvTc15/conMat_GBRLUp_1km_compSurvTc15_20211221.mat,GBRLUp,1,15,20211221,2021-22,2021,1221,624,624,21,2021
conMat_GBRLUp_1km_compSurvTc15_20211228,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvTc15/conMat_GBRLUp_1km_compSurvTc15_20211228.mat,GBRLUp,1,15,20211228,2021-22,2021,1228,625,625,28,2021
conMat_GBRLUp_1km_compSurvTc15_20220101,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvTc15/conMat_GBRLUp_1km_compSurvTc15_20220101.mat,GBRLUp,1,15,20220101,2021-22,2022,0101,626,626,32,2021
conMat_GBRLUp_1km_compSurvTc15_20220107,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvTc15/conMat_GBRLUp_1km_compSurvTc15_20220107.mat,GBRLUp,1,15,20220107,2021-22,2022,0107,627,627,38,2021
conMat_GBRLUp_1km_compSurvTc15_20220114,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvTc15/conMat_GBRLUp_1km_compSurvTc15_20220114.mat,GBRLUp,1,15,20220114,2021-22,2022,0114,628,628,45,2021
conMat_GBRLUp_1km_compSurvTc15_20220121,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvTc15/conMat_GBRLUp_1km_compSurvTc15_20220121.mat,GBRLUp,1,15,20220121,2021-22,2022,0121,629,629,52,2021
conMat_GBRLUp_1km_compSurvTc15_20220128,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvTc15/conMat_GBRLUp_1km_compSurvTc15_20220128.mat,GBRLUp,1,15,20220128,2021-22,2022,0128,630,630,59,2021
conMat_GBRLUp_1p5km_compSurvTc9_20211201,../Data/connectivityMats/GBRLUp/enlargeDist1p5km/compSurvAll/conMat_GBRLUp_1p5km_compSurvAll_20211201.mat,GBRLUp,1.5,9,20211201,2021-22,2021,1201,631,631,1,2021
conMat_GBRLUp_1p5km_compSurvTc9_20211207,../Data/connectivityMats/GBRLUp/enlargeDist1p5km/compSurvAll/conMat_GBRLUp_1p5km_compSurvAll_20211207.mat,GBRLUp,1.5,9,20211207,2021-22,2021,1207,632,632,7,2021
conMat_GBRLUp_1p5km_compSurvTc9_20211214,../Data/connectivityMats/GBRLUp/enlargeDist1p5km/compSurvAll/conMat_GBRLUp_1p5km_compSurvAll_20211214.mat,GBRLUp,1.5,9,20211214,2021-22,2021,1214,633,633,14,2021
conMat_GBRLUp_1p5km_compSurvTc9_20211221,../Data/connectivityMats/GBRLUp/enlargeDist1p5km/compSurvAll/conMat_GBRLUp_1p5km_compSurvAll_20211221.mat,GBRLUp,1.5,9,20211221,2021-22,2021,1221,634,634,21,2021
conMat_GBRLUp_1p5km_compSurvTc9_20211228,../Data/connectivityMats/GBRLUp/enlargeDist1p5km/compSurvAll/conMat_GBRLUp_1p5km_compSurvAll_20211228.mat,GBRLUp,1.5,9,20211228,2021-22,2021,1228,635,635,28,2021
conMat_GBRLUp_1p5km_compSurvTc9_20220101,../Data/connectivityMats/GBRLUp/enlargeDist1p5km/compSurvAll/conMat_GBRLUp_1p5km_compSurvAll_20220101.mat,GBRLUp,1.5,9,20220101,2021-22,2022,0101,636,636,32,2021
conMat_GBRLUp_1p5km_compSurvTc9_20220107,../Data/connectivityMats/GBRLUp/enlargeDist1p5km/compSurvAll/conMat_GBRLUp_1p5km_compSurvAll_20220107.mat,GBRLUp,1.5,9,20220107,2021-22,2022,0107,637,637,38,2021
conMat_GBRLUp_1p5km_compSurvTc9_20220114,../Data/connectivityMats/GBRLUp/enlargeDist1p5km/compSurvAll/conMat_GBRLUp_1p5km_compSurvAll_20220114.mat,GBRLUp,1.5,9,20220114,2021-22,2022,0114,638,638,45,2021
conMat_GBRLUp_1p5km_compSurvTc9_20220121,../Data/connectivityMats/GBRLUp/enlargeDist1p5km/compSurvAll/conMat_GBRLUp_1p5km_compSurvAll_20220121.mat,GBRLUp,1.5,9,20220121,2021-22,2022,0121,639,639,52,2021
conMat_GBRLUp_1p5km_compSurvTc9_20220128,../Data/connectivityMats/GBRLUp/enlargeDist1p5km/compSurvAll/conMat_GBRLUp_1p5km_compSurvAll_20220128.mat,GBRLUp,1.5,9,20220128,2021-22,2022,0128,640,640,59,2021
conMat_GBRLUp_1p5km_compSurvTc12_20211201,../Data/connectivityMats/GBRLUp/enlargeDist1p5km/compSurvTc12/conMat_GBRLUp_1p5km_compSurvTc12_20211201.mat,GBRLUp,1.5,12,20211201,2021-22,2021,1201,641,641,1,2021
conMat_GBRLUp_1p5km_compSurvTc12_20211207,../Data/connectivityMats/GBRLUp/enlargeDist1p5km/compSurvTc12/conMat_GBRLUp_1p5km_compSurvTc12_20211207.mat,GBRLUp,1.5,12,20211207,2021-22,2021,1207,642,642,7,2021
conMat_GBRLUp_1p5km_compSurvTc12_20211214,../Data/connectivityMats/GBRLUp/enlargeDist1p5km/compSurvTc12/conMat_GBRLUp_1p5km_compSurvTc12_20211214.mat,GBRLUp,1.5,12,20211214,2021-22,2021,1214,643,643,14,2021
conMat_GBRLUp_1p5km_compSurvTc12_20211221,../Data/connectivityMats/GBRLUp/enlargeDist1p5km/compSurvTc12/conMat_GBRLUp_1p5km_compSurvTc12_20211221.mat,GBRLUp,1.5,12,20211221,2021-22,2021,1221,644,644,21,2021
conMat_GBRLUp_1p5km_compSurvTc12_20211228,../Data/connectivityMats/GBRLUp/enlargeDist1p5km/compSurvTc12/conMat_GBRLUp_1p5km_compSurvTc12_20211228.mat,GBRLUp,1.5,12,20211228,2021-22,2021,1228,645,645,28,2021
conMat_GBRLUp_1p5km_compSurvTc12_20220101,../Data/connectivityMats/GBRLUp/enlargeDist1p5km/compSurvTc12/conMat_GBRLUp_1p5km_compSurvTc12_20220101.mat,GBRLUp,1.5,12,20220101,2021-22,2022,0101,646,646,32,2021
conMat_GBRLUp_1p5km_compSurvTc12_20220107,../Data/connectivityMats/GBRLUp/enlargeDist1p5km/compSurvTc12/conMat_GBRLUp_1p5km_compSurvTc12_20220107.mat,GBRLUp,1.5,12,20220107,2021-22,2022,0107,647,647,38,2021
conMat_GBRLUp_1p5km_compSurvTc12_20220114,../Data/connectivityMats/GBRLUp/enlargeDist1p5km/compSurvTc12/conMat_GBRLUp_1p5km_compSurvTc12_20220114.mat,GBRLUp,1.5,12,20220114,2021-22,2022,0114,648,648,45,2021
conMat_GBRLUp_1p5km_compSurvTc12_20220121,../Data/connectivityMats/GBRLUp/enlargeDist1p5km/compSurvTc12/conMat_GBRLUp_1p5km_compSurvTc12_20220121.mat,GBRLUp,1.5,12,20220121,2021-22,2022,0121,649,649,52,2021
conMat_GBRLUp_1p5km_compSurvTc12_20220128,../Data/connectivityMats/GBRLUp/enlargeDist1p5km/compSurvTc12/conMat_GBRLUp_1p5km_compSurvTc12_20220128.mat,GBRLUp,1.5,12,20220128,2021-22,2022,0128,650,650,59,2021
conMat_GBRLUp_1p5km_compSurvTc15_20211201,../Data/connectivityMats/GBRLUp/enlargeDist1p5km/compSurvTc15/conMat_GBRLUp_1p5km_compSurvTc15_20211201.mat,GBRLUp,1.5,15,20211201,2021-22,2021,1201,651,651,1,2021
conMat_GBRLUp_1p5km_compSurvTc15_20211207,../Data/connectivityMats/GBRLUp/enlargeDist1p5km/compSurvTc15/conMat_GBRLUp_1p5km_compSurvTc15_20211207.mat,GBRLUp,1.5,15,20211207,2021-22,2021,1207,652,652,7,2021
conMat_GBRLUp_1p5km_compSurvTc15_20211214,../Data/connectivityMats/GBRLUp/enlargeDist1p5km/compSurvTc15/conMat_GBRLUp_1p5km_compSurvTc15_20211214.mat,GBRLUp,1.5,15,20211214,2021-22,2021,1214,653,653,14,2021
conMat_GBRLUp_1p5km_compSurvTc15_20211221,../Data/connectivityMats/GBRLUp/enlargeDist1p5km/compSurvTc15/conMat_GBRLUp_1p5km_compSurvTc15_20211221.mat,GBRLUp,1.5,15,20211221,2021-22,2021,1221,654,654,21,2021
conMat_GBRLUp_1p5km_compSurvTc15_20211228,../Data/connectivityMats/GBRLUp/enlargeDist1p5km/compSurvTc15/conMat_GBRLUp_1p5km_compSurvTc15_20211228.mat,GBRLUp,1.5,15,20211228,2021-22,2021,1228,655,655,28,2021
conMat_GBRLUp_1p5km_compSurvTc15_20220101,../Data/connectivityMats/GBRLUp/enlargeDist1p5km/compSurvTc15/conMat_GBRLUp_1p5km_compSurvTc15_20220101.mat,GBRLUp,1.5,15,20220101,2021-22,2022,0101,656,656,32,2021
conMat_GBRLUp_1p5km_compSurvTc15_20220107,../Data/connectivityMats/GBRLUp/enlargeDist1p5km/compSurvTc15/conMat_GBRLUp_1p5km_compSurvTc15_20220107.mat,GBRLUp,1.5,15,20220107,2021-22,2022,0107,657,657,38,2021
conMat_GBRLUp_1p5km_compSurvTc15_20220114,../Data/connectivityMats/GBRLUp/enlargeDist1p5km/compSurvTc15/conMat_GBRLUp_1p5km_compSurvTc15_20220114.mat,GBRLUp,1.5,15,20220114,2021-22,2022,0114,658,658,45,2021
conMat_GBRLUp_1p5km_compSurvTc15_20220121,../Data/connectivityMats/GBRLUp/enlargeDist1p5km/compSurvTc15/conMat_GBRLUp_1p5km_compSurvTc15_20220121.mat,GBRLUp,1.5,15,20220121,2021-22,2022,0121,659,659,52,2021
conMat_GBRLUp_1p5km_compSurvTc15_20220128,../Data/connectivityMats/GBRLUp/enlargeDist1p5km/compSurvTc15/conMat_GBRLUp_1p5km_compSurvTc15_20220128.mat,GBRLUp,1.5,15,20220128,2021-22,2022,0128,660,660,59,2021
conMat_GBRLUp_0p5km_compSurvTc9_20221201,../Data/connectivityMats/GBRLUp/enlargeDist0p5km/compSurvAll/conMat_GBRLUp_0p5km_compSurvAll_20221201.mat,GBRLUp,0.5,9,20221201,2022-23,2022,1201,661,661,1,2022
conMat_GBRLUp_0p5km_compSurvTc9_20221207,../Data/connectivityMats/GBRLUp/enlargeDist0p5km/compSurvAll/conMat_GBRLUp_0p5km_compSurvAll_20221207.mat,GBRLUp,0.5,9,20221207,2022-23,2022,1207,662,662,7,2022
conMat_GBRLUp_0p5km_compSurvTc9_20221214,../Data/connectivityMats/GBRLUp/enlargeDist0p5km/compSurvAll/conMat_GBRLUp_0p5km_compSurvAll_20221214.mat,GBRLUp,0.5,9,20221214,2022-23,2022,1214,663,663,14,2022
conMat_GBRLUp_0p5km_compSurvTc9_20221221,../Data/connectivityMats/GBRLUp/enlargeDist0p5km/compSurvAll/conMat_GBRLUp_0p5km_compSurvAll_20221221.mat,GBRLUp,0.5,9,20221221,2022-23,2022,1221,664,664,21,2022
conMat_GBRLUp_0p5km_compSurvTc9_20221228,../Data/connectivityMats/GBRLUp/enlargeDist0p5km/compSurvAll/conMat_GBRLUp_0p5km_compSurvAll_20221228.mat,GBRLUp,0.5,9,20221228,2022-23,2022,1228,665,665,28,2022
conMat_GBRLUp_0p5km_compSurvTc9_20230101,../Data/connectivityMats/GBRLUp/enlargeDist0p5km/compSurvAll/conMat_GBRLUp_0p5km_compSurvAll_20230101.mat,GBRLUp,0.5,9,20230101,2022-23,2023,0101,666,666,32,2022
conMat_GBRLUp_0p5km_compSurvTc9_20230107,../Data/connectivityMats/GBRLUp/enlargeDist0p5km/compSurvAll/conMat_GBRLUp_0p5km_compSurvAll_20230107.mat,GBRLUp,0.5,9,20230107,2022-23,2023,0107,667,667,38,2022
conMat_GBRLUp_0p5km_compSurvTc9_20230114,../Data/connectivityMats/GBRLUp/enlargeDist0p5km/compSurvAll/conMat_GBRLUp_0p5km_compSurvAll_20230114.mat,GBRLUp,0.5,9,20230114,2022-23,2023,0114,668,668,45,2022
conMat_GBRLUp_0p5km_compSurvTc9_20230121,../Data/connectivityMats/GBRLUp/enlargeDist0p5km/compSurvAll/conMat_GBRLUp_0p5km_compSurvAll_20230121.mat,GBRLUp,0.5,9,20230121,2022-23,2023,0121,669,669,52,2022
conMat_GBRLUp_0p5km_compSurvTc9_20230128,../Data/connectivityMats/GBRLUp/enlargeDist0p5km/compSurvAll/conMat_GBRLUp_0p5km_compSurvAll_20230128.mat,GBRLUp,0.5,9,20230128,2022-23,2023,0128,670,670,59,2022
conMat_GBRLUp_0p5km_compSurvTc12_20221201,../Data/connectivityMats/GBRLUp/enlargeDist0p5km/compSurvTc12/conMat_GBRLUp_0p5km_compSurvTc12_20221201.mat,GBRLUp,0.5,12,20221201,2022-23,2022,1201,671,671,1,2022
conMat_GBRLUp_0p5km_compSurvTc12_20221207,../Data/connectivityMats/GBRLUp/enlargeDist0p5km/compSurvTc12/conMat_GBRLUp_0p5km_compSurvTc12_20221207.mat,GBRLUp,0.5,12,20221207,2022-23,2022,1207,672,672,7,2022
conMat_GBRLUp_0p5km_compSurvTc12_20221214,../Data/connectivityMats/GBRLUp/enlargeDist0p5km/compSurvTc12/conMat_GBRLUp_0p5km_compSurvTc12_20221214.mat,GBRLUp,0.5,12,20221214,2022-23,2022,1214,673,673,14,2022
conMat_GBRLUp_0p5km_compSurvTc12_20221221,../Data/connectivityMats/GBRLUp/enlargeDist0p5km/compSurvTc12/conMat_GBRLUp_0p5km_compSurvTc12_20221221.mat,GBRLUp,0.5,12,20221221,2022-23,2022,1221,674,674,21,2022
conMat_GBRLUp_0p5km_compSurvTc12_20221228,../Data/connectivityMats/GBRLUp/enlargeDist0p5km/compSurvTc12/conMat_GBRLUp_0p5km_compSurvTc12_20221228.mat,GBRLUp,0.5,12,20221228,2022-23,2022,1228,675,675,28,2022
conMat_GBRLUp_0p5km_compSurvTc12_20230101,../Data/connectivityMats/GBRLUp/enlargeDist0p5km/compSurvTc12/conMat_GBRLUp_0p5km_compSurvTc12_20230101.mat,GBRLUp,0.5,12,20230101,2022-23,2023,0101,676,676,32,2022
conMat_GBRLUp_0p5km_compSurvTc12_20230107,../Data/connectivityMats/GBRLUp/enlargeDist0p5km/compSurvTc12/conMat_GBRLUp_0p5km_compSurvTc12_20230107.mat,GBRLUp,0.5,12,20230107,2022-23,2023,0107,677,677,38,2022
conMat_GBRLUp_0p5km_compSurvTc12_20230114,../Data/connectivityMats/GBRLUp/enlargeDist0p5km/compSurvTc12/conMat_GBRLUp_0p5km_compSurvTc12_20230114.mat,GBRLUp,0.5,12,20230114,2022-23,2023,0114,678,678,45,2022
conMat_GBRLUp_0p5km_compSurvTc12_20230121,../Data/connectivityMats/GBRLUp/enlargeDist0p5km/compSurvTc12/conMat_GBRLUp_0p5km_compSurvTc12_20230121.mat,GBRLUp,0.5,12,20230121,2022-23,2023,0121,679,679,52,2022
conMat_GBRLUp_0p5km_compSurvTc12_20230128,../Data/connectivityMats/GBRLUp/enlargeDist0p5km/compSurvTc12/conMat_GBRLUp_0p5km_compSurvTc12_20230128.mat,GBRLUp,0.5,12,20230128,2022-23,2023,0128,680,680,59,2022
conMat_GBRLUp_0p5km_compSurvTc15_20221201,../Data/connectivityMats/GBRLUp/enlargeDist0p5km/compSurvTc15/conMat_GBRLUp_0p5km_compSurvTc15_20221201.mat,GBRLUp,0.5,15,20221201,2022-23,2022,1201,681,681,1,2022
conMat_GBRLUp_0p5km_compSurvTc15_20221207,../Data/connectivityMats/GBRLUp/enlargeDist0p5km/compSurvTc15/conMat_GBRLUp_0p5km_compSurvTc15_20221207.mat,GBRLUp,0.5,15,20221207,2022-23,2022,1207,682,682,7,2022
conMat_GBRLUp_0p5km_compSurvTc15_20221214,../Data/connectivityMats/GBRLUp/enlargeDist0p5km/compSurvTc15/conMat_GBRLUp_0p5km_compSurvTc15_20221214.mat,GBRLUp,0.5,15,20221214,2022-23,2022,1214,683,683,14,2022
conMat_GBRLUp_0p5km_compSurvTc15_20221221,../Data/connectivityMats/GBRLUp/enlargeDist0p5km/compSurvTc15/conMat_GBRLUp_0p5km_compSurvTc15_20221221.mat,GBRLUp,0.5,15,20221221,2022-23,2022,1221,684,684,21,2022
conMat_GBRLUp_0p5km_compSurvTc15_20221228,../Data/connectivityMats/GBRLUp/enlargeDist0p5km/compSurvTc15/conMat_GBRLUp_0p5km_compSurvTc15_20221228.mat,GBRLUp,0.5,15,20221228,2022-23,2022,1228,685,685,28,2022
conMat_GBRLUp_0p5km_compSurvTc15_20230101,../Data/connectivityMats/GBRLUp/enlargeDist0p5km/compSurvTc15/conMat_GBRLUp_0p5km_compSurvTc15_20230101.mat,GBRLUp,0.5,15,20230101,2022-23,2023,0101,686,686,32,2022
conMat_GBRLUp_0p5km_compSurvTc15_20230107,../Data/connectivityMats/GBRLUp/enlargeDist0p5km/compSurvTc15/conMat_GBRLUp_0p5km_compSurvTc15_20230107.mat,GBRLUp,0.5,15,20230107,2022-23,2023,0107,687,687,38,2022
conMat_GBRLUp_0p5km_compSurvTc15_20230114,../Data/connectivityMats/GBRLUp/enlargeDist0p5km/compSurvTc15/conMat_GBRLUp_0p5km_compSurvTc15_20230114.mat,GBRLUp,0.5,15,20230114,2022-23,2023,0114,688,688,45,2022
conMat_GBRLUp_0p5km_compSurvTc15_20230121,../Data/connectivityMats/GBRLUp/enlargeDist0p5km/compSurvTc15/conMat_GBRLUp_0p5km_compSurvTc15_20230121.mat,GBRLUp,0.5,15,20230121,2022-23,2023,0121,689,689,52,2022
conMat_GBRLUp_0p5km_compSurvTc15_20230128,../Data/connectivityMats/GBRLUp/enlargeDist0p5km/compSurvTc15/conMat_GBRLUp_0p5km_compSurvTc15_20230128.mat,GBRLUp,0.5,15,20230128,2022-23,2023,0128,690,690,59,2022
conMat_GBRLUp_1km_compSurvTc9_20221201,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvAll/conMat_GBRLUp_1km_compSurvAll_20221201.mat,GBRLUp,1,9,20221201,2022-23,2022,1201,691,691,1,2022
conMat_GBRLUp_1km_compSurvTc9_20221207,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvAll/conMat_GBRLUp_1km_compSurvAll_20221207.mat,GBRLUp,1,9,20221207,2022-23,2022,1207,692,692,7,2022
conMat_GBRLUp_1km_compSurvTc9_20221214,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvAll/conMat_GBRLUp_1km_compSurvAll_20221214.mat,GBRLUp,1,9,20221214,2022-23,2022,1214,693,693,14,2022
conMat_GBRLUp_1km_compSurvTc9_20221221,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvAll/conMat_GBRLUp_1km_compSurvAll_20221221.mat,GBRLUp,1,9,20221221,2022-23,2022,1221,694,694,21,2022
conMat_GBRLUp_1km_compSurvTc9_20221228,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvAll/conMat_GBRLUp_1km_compSurvAll_20221228.mat,GBRLUp,1,9,20221228,2022-23,2022,1228,695,695,28,2022
conMat_GBRLUp_1km_compSurvTc9_20230101,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvAll/conMat_GBRLUp_1km_compSurvAll_20230101.mat,GBRLUp,1,9,20230101,2022-23,2023,0101,696,696,32,2022
conMat_GBRLUp_1km_compSurvTc9_20230107,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvAll/conMat_GBRLUp_1km_compSurvAll_20230107.mat,GBRLUp,1,9,20230107,2022-23,2023,0107,697,697,38,2022
conMat_GBRLUp_1km_compSurvTc9_20230114,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvAll/conMat_GBRLUp_1km_compSurvAll_20230114.mat,GBRLUp,1,9,20230114,2022-23,2023,0114,698,698,45,2022
conMat_GBRLUp_1km_compSurvTc9_20230121,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvAll/conMat_GBRLUp_1km_compSurvAll_20230121.mat,GBRLUp,1,9,20230121,2022-23,2023,0121,699,699,52,2022
conMat_GBRLUp_1km_compSurvTc9_20230128,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvAll/conMat_GBRLUp_1km_compSurvAll_20230128.mat,GBRLUp,1,9,20230128,2022-23,2023,0128,700,700,59,2022
conMat_GBRLUp_1km_compSurvTc12_20221201,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvTc12/conMat_GBRLUp_1km_compSurvTc12_20221201.mat,GBRLUp,1,12,20221201,2022-23,2022,1201,701,701,1,2022
conMat_GBRLUp_1km_compSurvTc12_20221207,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvTc12/conMat_GBRLUp_1km_compSurvTc12_20221207.mat,GBRLUp,1,12,20221207,2022-23,2022,1207,702,702,7,2022
conMat_GBRLUp_1km_compSurvTc12_20221214,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvTc12/conMat_GBRLUp_1km_compSurvTc12_20221214.mat,GBRLUp,1,12,20221214,2022-23,2022,1214,703,703,14,2022
conMat_GBRLUp_1km_compSurvTc12_20221221,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvTc12/conMat_GBRLUp_1km_compSurvTc12_20221221.mat,GBRLUp,1,12,20221221,2022-23,2022,1221,704,704,21,2022
conMat_GBRLUp_1km_compSurvTc12_20221228,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvTc12/conMat_GBRLUp_1km_compSurvTc12_20221228.mat,GBRLUp,1,12,20221228,2022-23,2022,1228,705,705,28,2022
conMat_GBRLUp_1km_compSurvTc12_20230101,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvTc12/conMat_GBRLUp_1km_compSurvTc12_20230101.mat,GBRLUp,1,12,20230101,2022-23,2023,0101,706,706,32,2022
conMat_GBRLUp_1km_compSurvTc12_20230107,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvTc12/conMat_GBRLUp_1km_compSurvTc12_20230107.mat,GBRLUp,1,12,20230107,2022-23,2023,0107,707,707,38,2022
conMat_GBRLUp_1km_compSurvTc12_20230114,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvTc12/conMat_GBRLUp_1km_compSurvTc12_20230114.mat,GBRLUp,1,12,20230114,2022-23,2023,0114,708,708,45,2022
conMat_GBRLUp_1km_compSurvTc12_20230121,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvTc12/conMat_GBRLUp_1km_compSurvTc12_20230121.mat,GBRLUp,1,12,20230121,2022-23,2023,0121,709,709,52,2022
conMat_GBRLUp_1km_compSurvTc12_20230128,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvTc12/conMat_GBRLUp_1km_compSurvTc12_20230128.mat,GBRLUp,1,12,20230128,2022-23,2023,0128,710,710,59,2022
conMat_GBRLUp_1km_compSurvTc15_20221201,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvTc15/conMat_GBRLUp_1km_compSurvTc15_20221201.mat,GBRLUp,1,15,20221201,2022-23,2022,1201,711,711,1,2022
conMat_GBRLUp_1km_compSurvTc15_20221207,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvTc15/conMat_GBRLUp_1km_compSurvTc15_20221207.mat,GBRLUp,1,15,20221207,2022-23,2022,1207,712,712,7,2022
conMat_GBRLUp_1km_compSurvTc15_20221214,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvTc15/conMat_GBRLUp_1km_compSurvTc15_20221214.mat,GBRLUp,1,15,20221214,2022-23,2022,1214,713,713,14,2022
conMat_GBRLUp_1km_compSurvTc15_20221221,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvTc15/conMat_GBRLUp_1km_compSurvTc15_20221221.mat,GBRLUp,1,15,20221221,2022-23,2022,1221,714,714,21,2022
conMat_GBRLUp_1km_compSurvTc15_20221228,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvTc15/conMat_GBRLUp_1km_compSurvTc15_20221228.mat,GBRLUp,1,15,20221228,2022-23,2022,1228,715,715,28,2022
conMat_GBRLUp_1km_compSurvTc15_20230101,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvTc15/conMat_GBRLUp_1km_compSurvTc15_20230101.mat,GBRLUp,1,15,20230101,2022-23,2023,0101,716,716,32,2022
conMat_GBRLUp_1km_compSurvTc15_20230107,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvTc15/conMat_GBRLUp_1km_compSurvTc15_20230107.mat,GBRLUp,1,15,20230107,2022-23,2023,0107,717,717,38,2022
conMat_GBRLUp_1km_compSurvTc15_20230114,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvTc15/conMat_GBRLUp_1km_compSurvTc15_20230114.mat,GBRLUp,1,15,20230114,2022-23,2023,0114,718,718,45,2022
conMat_GBRLUp_1km_compSurvTc15_20230121,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvTc15/conMat_GBRLUp_1km_compSurvTc15_20230121.mat,GBRLUp,1,15,20230121,2022-23,2023,0121,719,719,52,2022
conMat_GBRLUp_1km_compSurvTc15_20230128,../Data/connectivityMats/GBRLUp/enlargeDist1km/compSurvTc15/conMat_GBRLUp_1km_compSurvTc15_20230128.mat,GBRLUp,1,15,20230128,2022-23,2023,0128,720,720,59,2022
conMat_GBRLUp_1p5km_compSurvTc9_20221201,../Data/connectivityMats/GBRLUp/enlargeDist1p5km/compSurvAll/conMat_GBRLUp_1p5km_compSurvAll_20221201.mat,GBRLUp,1.5,9,20221201,2022-23,2022,1201,721,721,1,2022
conMat_GBRLUp_1p5km_compSurvTc9_20221207,../Data/connectivityMats/GBRLUp/enlargeDist1p5km/compSurvAll/conMat_GBRLUp_1p5km_compSurvAll_20221207.mat,GBRLUp,1.5,9,20221207,2022-23,2022,1207,722,722,7,2022
conMat_GBRLUp_1p5km_compSurvTc9_20221214,../Data/connectivityMats/GBRLUp/enlargeDist1p5km/compSurvAll/conMat_GBRLUp_1p5km_compSurvAll_20221214.mat,GBRLUp,1.5,9,20221214,2022-23,2022,1214,723,723,14,2022
conMat_GBRLUp_1p5km_compSurvTc9_20221221,../Data/connectivityMats/GBRLUp/enlargeDist1p5km/compSurvAll/conMat_GBRLUp_1p5km_compSurvAll_20221221.mat,GBRLUp,1.5,9,20221221,2022-23,2022,1221,724,724,21,2022
conMat_GBRLUp_1p5km_compSurvTc9_20221228,../Data/connectivityMats/GBRLUp/enlargeDist1p5km/compSurvAll/conMat_GBRLUp_1p5km_compSurvAll_20221228.mat,GBRLUp,1.5,9,20221228,2022-23,2022,1228,725,725,28,2022
