"reefName","outbreak","nObs","cotsPerTowMean","cotsPerTowMax","cotsPerTowMedian"
"Clack Reef (14-017)",1,11,0.41225491253358,2.03125,0.11864406779661
"King Island Reef (14-018)",NaN,NaN,NaN,NaN,NaN
"Aylen Patch (14-019)",NaN,NaN,NaN,NaN,NaN
"Oswald Shoal (14-020)",NaN,NaN,NaN,NaN,NaN
"Howick Reef (14-090)",NaN,NaN,NaN,NaN,NaN
"Noble Reef (14-091)",NaN,NaN,NaN,NaN,NaN
"Two Islands Reef (15-002)",1,14,0.472459167241776,3.6,0
"Low Wooded Reef (15-003)",NaN,NaN,NaN,NaN,NaN
"Murray Reefs (No  1) (15-004a)",NaN,NaN,NaN,NaN,NaN
"Murray Reefs (No  2) (15-004b)",NaN,NaN,NaN,NaN,NaN
"Murray Reefs (No  3) (15-004c)",NaN,NaN,NaN,NaN,NaN
"Ogilvie Reef (13-076)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (13-077)",NaN,NaN,NaN,NaN,NaN
"Wharton Reef (14-022)",NaN,NaN,NaN,NaN,NaN
"Atkinson Reef (14-023)",NaN,NaN,NaN,NaN,NaN
"Channel Rocks Reef (14-024)",NaN,NaN,NaN,NaN,NaN
"Boulder Rock Reef (14-025)",NaN,NaN,NaN,NaN,NaN
"Stanley Island Reef (No 1) (14-026a)",NaN,NaN,NaN,NaN,NaN
"Newton Reef (14-092)",NaN,NaN,NaN,NaN,NaN
"Sand Reef (14-093)",NaN,NaN,NaN,NaN,NaN
"Houghton Reef (14-094)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (14-096)",NaN,NaN,NaN,NaN,NaN
"Coquet Reef (14-097)",NaN,NaN,NaN,NaN,NaN
"Three Islands Reef (15-005)",1,8,0.336101398601399,2.13636363636364,0
"Conical Rock Reef (15-006)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (15-007)",NaN,NaN,NaN,NaN,NaN
"Beor Reef (15-008)",NaN,NaN,NaN,NaN,NaN
"Forrester Reef (15-009)",1,18,0.32582868708821,2.08219178082192,0.0214374482187241
"U/N Reef (15-010)",NaN,NaN,NaN,NaN,NaN
"Petty Patch (15-011)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (13-078)",NaN,NaN,NaN,NaN,NaN
"Noddy Reef (No 1) (13-079a)",NaN,NaN,NaN,NaN,NaN
"Noddy Reef (No 2) (13-079b)",NaN,NaN,NaN,NaN,NaN
"Noddy Reef (No 3) (13-079c)",NaN,NaN,NaN,NaN,NaN
"Stanley Island Reef (No 2) (14-026b)",NaN,NaN,NaN,NaN,NaN
"Stanley Island Reef (No 3) (14-026c)",NaN,NaN,NaN,NaN,NaN
"Stanley Island Reef (No 4) (14-026d)",NaN,NaN,NaN,NaN,NaN
"Stanley Island Reef (No 5) (14-026e)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (14-028)",NaN,NaN,NaN,NaN,NaN
"MacLear Reef (14-029)",NaN,NaN,NaN,NaN,NaN
"Miles Reef (North) (14-098a)",NaN,NaN,NaN,NaN,NaN
"Miles Reef (South) (14-098b)",NaN,NaN,NaN,NaN,NaN
"Leggatt Reef (14-099)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (14-100)",NaN,NaN,NaN,NaN,NaN
"Sinclair-Morris Reef (14-101)",NaN,NaN,NaN,NaN,NaN
"Hampton Reef (14-102)",NaN,NaN,NaN,NaN,NaN
"Beatrice Reef (14-103)",NaN,NaN,NaN,NaN,NaN
"Boulder Reef (15-012)",1,26,0.119686680766391,1.48148148148148,0
"Egret Reef (15-013)",1,16,0.13246237889095,2.02040816326531,0
"Blackbird Patches (North) (15-014a)",NaN,NaN,NaN,NaN,NaN
"Blackbird Patches (South) (15-014b)",NaN,NaN,NaN,NaN,NaN
"Tilbrook Bank (15-015)",NaN,NaN,NaN,NaN,NaN
"Gull Reef (15-016)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (15-017a)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (15-017b)",1,1,0.375,0.375,0.375
"U/N Reef (15-017c)",1,1,0.655172413793103,0.655172413793103,0.655172413793103
"U/N Reef (13-080)",NaN,NaN,NaN,NaN,NaN
"Fife Reef (13-081)",NaN,NaN,NaN,NaN,NaN
"Hay Island Reef (13-083)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (13-084)",NaN,NaN,NaN,NaN,NaN
"Frenchman Reef (13-085)",NaN,NaN,NaN,NaN,NaN
"Poulsen Reef (13-086)",NaN,NaN,NaN,NaN,NaN
"Blackwood Reef (14-031)",NaN,NaN,NaN,NaN,NaN
"Denham Reef (14-032)",NaN,NaN,NaN,NaN,NaN
"Rocky Islets Reef (North) (14-033a)",NaN,NaN,NaN,NaN,NaN
"Rocky Islets Reef (South) (14-033b)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (14-034)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (14-035)",NaN,NaN,NaN,NaN,NaN
"Pipon Shoals (14-036)",NaN,NaN,NaN,NaN,NaN
"Melanie Patches (14-037)",NaN,NaN,NaN,NaN,NaN
"Murdoch Reef (14-104)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (14-105)",NaN,NaN,NaN,NaN,NaN
"Rocky Ledges (14-106)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (14-107a)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (14-107b)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (14-108)",NaN,NaN,NaN,NaN,NaN
"Fly Reef (14-109)",0,8,0.0301333708145927,0.0869565217391304,0.0208333333333333
"Underwood Shoal (14-110)",NaN,NaN,NaN,NaN,NaN
"Covered Reef (14-111)",NaN,NaN,NaN,NaN,NaN
"Stewart Shoal (14-112)",NaN,NaN,NaN,NaN,NaN
"Pasco Reef (15-018)",1,5,0.158937198067633,0.739130434782609,0
"Long Reef (15-019)",1,7,0.0808672065998441,0.266666666666667,0.0188679245283019
"Strickland Reef (15-020)",NaN,NaN,NaN,NaN,NaN
"Ribbon No 8 Reef (15-021a)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (15-021b)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (15-022)",1,4,0.764785289115646,2.96666666666667,0.0462372448979592
"U/N Reef (15-023)",NaN,NaN,NaN,NaN,NaN
"Magpie Reef (13-087)",NaN,NaN,NaN,NaN,NaN
"Lytton Reef (13-088)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (13-089)",NaN,NaN,NaN,NaN,NaN
"Wilkie Reef (13-091)",NaN,NaN,NaN,NaN,NaN
"Pipon Reef (14-038)",NaN,NaN,NaN,NaN,NaN
"North Warden Reef (14-039)",NaN,NaN,NaN,NaN,NaN
"Singleton Patch (14-040)",NaN,NaN,NaN,NaN,NaN
"Petricola Shoal (14-113)",NaN,NaN,NaN,NaN,NaN
"MacGillivray Reef (14-114)",1,33,0.118709987982434,0.857142857142857,0
"Nymph Reef (14-115)",1,6,0.156659765355418,0.80952380952381,0
"Mackay Reefs (15-024)",1,13,0.226257217637937,1.56666666666667,0.0185185185185185
"Harrier Reef (15-025)",NaN,NaN,NaN,NaN,NaN
"Ribbon No 7 Reef (15-026)",NaN,NaN,NaN,NaN,NaN
"Marx Reef (15-027)",1,18,0.2188493130227,2.48387096774194,0
"U/N Reef (13-092)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (13-093a)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (13-093b)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (13-093c)",NaN,NaN,NaN,NaN,NaN
"Sullivan Shoal (13-095)",NaN,NaN,NaN,NaN,NaN
"Ballerina Shoal (13-096)",NaN,NaN,NaN,NaN,NaN
"Flinders Island Reef (No 1) (14-042a)",NaN,NaN,NaN,NaN,NaN
"Flinders Island Reef (No 2) (14-042b)",NaN,NaN,NaN,NaN,NaN
"Flinders Island Reef (No 3) (14-042c)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (14-043)",NaN,NaN,NaN,NaN,NaN
"Hales Reef (14-044)",NaN,NaN,NaN,NaN,NaN
"Sand Bank No 1 Reef (14-045)",0,10,0,0,0
"U/N Reef (14-046)",NaN,NaN,NaN,NaN,NaN
"Lizard Island Reef (North West) (14-116a)",1,28,0.228072763304005,1.92045454545455,0.0219727891156463
"Lizard Island Reef (North East) (14-116b)",NaN,NaN,NaN,NaN,NaN
"Lizard Island Reef (Lagoon) (14-116d)",NaN,NaN,NaN,NaN,NaN
"Startle Reefs (15-028)",1,20,0.593092757084708,6.88524590163934,0.0590070357095447
"Camel Head Reef (15-029)",NaN,NaN,NaN,NaN,NaN
"Swinger Reef (15-030)",1,19,0.438391652207442,4.875,0
"Pullen Reefs (15-031)",NaN,NaN,NaN,NaN,NaN
"Ribbon No 6 Reef (15-032)",0,9,0,0,0
"Hannah Island Reef (13-097)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (13-100)",NaN,NaN,NaN,NaN,NaN
"Rattlesnake Reefs (No 1) (13-101a)",NaN,NaN,NaN,NaN,NaN
"Rattlesnake Reefs (No 2) (13-101b)",NaN,NaN,NaN,NaN,NaN
"Rattlesnake Reefs (No 3) (13-101c)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (13-102)",NaN,NaN,NaN,NaN,NaN
"Kestrel Reef (13-104)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (13-105)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (14-047)",NaN,NaN,NaN,NaN,NaN
"Broomfield Rock Reef (14-048)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (14-049)",NaN,NaN,NaN,NaN,NaN
"Rocky Point Island Reef (14-050)",NaN,NaN,NaN,NaN,NaN
"Lizard Island Reef (Coconut Bay) (14-116c)",NaN,NaN,NaN,NaN,NaN
"Gunga Shoal (14-117)",NaN,NaN,NaN,NaN,NaN
"Dent Reef (No 1) (20-058a)",NaN,NaN,NaN,NaN,NaN
"Dent Reef (No 2) (20-058b)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (20-059)",NaN,NaN,NaN,NaN,NaN
"Long Island Reef (No 1) (20-060a)",NaN,NaN,NaN,NaN,NaN
"Haslewood Island Reef (No 4) (20-078d)",NaN,NaN,NaN,NaN,NaN
"Haslewood Island Reef (No 5) (20-078e)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (20-016a)",NaN,NaN,NaN,NaN,NaN
"Black Currant-Manta Ray Reef (No 1) (20-010a)",NaN,NaN,NaN,NaN,NaN
"Whitsunday Island Reef (No 11) (20-041l)",NaN,NaN,NaN,NaN,NaN
"Whitsunday Island Reef (No 12) (20-041m)",NaN,NaN,NaN,NaN,NaN
"Long Island Reef (No 2) (20-060b)",NaN,NaN,NaN,NaN,NaN
"Long Island Reef (No 3) (20-060c)",NaN,NaN,NaN,NaN,NaN
"Lupton Reef (20-078f)",NaN,NaN,NaN,NaN,NaN
"Cashell Reef (20-078g)",NaN,NaN,NaN,NaN,NaN
"Black Island Reef (20-017)",NaN,NaN,NaN,NaN,NaN
"Double Rock Reef (20-018)",NaN,NaN,NaN,NaN,NaN
"Langford-Bird Reef (20-019)",0,16,0.00944683908045977,0.116666666666667,0
"Whitsunday Island Reef (No 13) (20-041n)",NaN,NaN,NaN,NaN,NaN
"Whitsunday Island Reef (No 14) (20-041o)",NaN,NaN,NaN,NaN,NaN
"Whitsunday Island Reef (No 15) (20-041p)",NaN,NaN,NaN,NaN,NaN
"Long Island Reef (No 4) (20-060d)",NaN,NaN,NaN,NaN,NaN
"Long Island Reef (No 5) (20-060e)",NaN,NaN,NaN,NaN,NaN
"Long Island Reef (No 6) (20-060f)",NaN,NaN,NaN,NaN,NaN
"Haslewood Island Reef (No 6) (20-078h)",NaN,NaN,NaN,NaN,NaN
"Workington Reef (20-079)",NaN,NaN,NaN,NaN,NaN
"Gumbrell Reef (20-020)",NaN,NaN,NaN,NaN,NaN
"Whitsunday Island Reef (No 16) (20-041q)",NaN,NaN,NaN,NaN,NaN
"Whitsunday Island Reef (No 17) (20-041r)",NaN,NaN,NaN,NaN,NaN
"Whitsunday Island Reef (No 18) (20-041t)",NaN,NaN,NaN,NaN,NaN
"Whitsunday Island Reef (No 19) (20-041u)",NaN,NaN,NaN,NaN,NaN
"Whitsunday Island Reef (No 20) (20-041v)",NaN,NaN,NaN,NaN,NaN
"Long Island Reef (No 7) (20-060g)",NaN,NaN,NaN,NaN,NaN
"Long Island Reef (No 8) (20-060h)",NaN,NaN,NaN,NaN,NaN
"Leeper Shoal (20-080)",NaN,NaN,NaN,NaN,NaN
"Nicolson Reef (20-081)",NaN,NaN,NaN,NaN,NaN
"Olden Reef (20-021)",NaN,NaN,NaN,NaN,NaN
"Armit Island Reef (20-022)",NaN,NaN,NaN,NaN,NaN
"Whitsunday Island Reef (No 21) (20-041w)",NaN,NaN,NaN,NaN,NaN
"Whitsunday Island Reef (No 22) (20-041x)",NaN,NaN,NaN,NaN,NaN
"Whitsunday Island Reef (No 23) (20-041y)",NaN,NaN,NaN,NaN,NaN
"Whitsunday Island Reef (No 24) (20-041z)",NaN,NaN,NaN,NaN,NaN
"Pine Island Reef (20-061)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-267)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-268)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-269)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-270)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-271)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-272)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-273)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-274)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-275)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-276)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-277)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-278)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (20-023)",NaN,NaN,NaN,NaN,NaN
"Fitzalan Island Reef (20-041)",NaN,NaN,NaN,NaN,NaN
"South Molle Reef (No 1) (20-042a)",NaN,NaN,NaN,NaN,NaN
"South Molle Reef (No 2) (20-042b)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (20-062a)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (20-062b)",NaN,NaN,NaN,NaN,NaN
"Three Fathom Patch (20-063)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-279)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-280)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-281)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-282)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-283)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-284)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-285)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-286)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-287)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-288)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-289)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-290)",NaN,NaN,NaN,NaN,NaN
"Double Cone Reef (20-024)",NaN,NaN,NaN,NaN,NaN
"South Molle Reef (No 3) (20-042c)",NaN,NaN,NaN,NaN,NaN
"South Molle Reef (No 4) (20-042d)",NaN,NaN,NaN,NaN,NaN
"Planton Reef (20-043)",NaN,NaN,NaN,NaN,NaN
"Cow Reef (20-064)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-291)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-292)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-293)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-294)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-295)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-296)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-297)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-298)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-299)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-300)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (20-025a)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (20-025b)",NaN,NaN,NaN,NaN,NaN
"Edwin Reef (20-026)",NaN,NaN,NaN,NaN,NaN
"Denman Reef (20-044)",NaN,NaN,NaN,NaN,NaN
"Almora Reef (20-045)",NaN,NaN,NaN,NaN,NaN
"Calf Reef (No 1) (20-065a)",NaN,NaN,NaN,NaN,NaN
"Calf Reef (No 2) (20-065b)",NaN,NaN,NaN,NaN,NaN
"Calf Reef (No 3) (20-065c)",NaN,NaN,NaN,NaN,NaN
"Long Shoal (20-066)",NaN,NaN,NaN,NaN,NaN
"Border Island Reef (No 1) (20-067a)",0,13,0,0,0
"U/N Reef (19-301)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-302)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-303)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-304)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-305)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-306)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-307)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (20-027)",NaN,NaN,NaN,NaN,NaN
"Hook Island Reef (No 1) (20-028a)",NaN,NaN,NaN,NaN,NaN
"Hook Island Reef (No 2) (20-028b)",NaN,NaN,NaN,NaN,NaN
"Hook Island Reef (No 3) (20-028c)",NaN,NaN,NaN,NaN,NaN
"Hook Island Reef (No 4) (20-028d)",NaN,NaN,NaN,NaN,NaN
"Hook Island Reef (No 5) (20-028e)",NaN,NaN,NaN,NaN,NaN
"Hook Island Reef (No 6) (20-028f)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (20-046)",NaN,NaN,NaN,NaN,NaN
"Low Rock Reef (20-047)",NaN,NaN,NaN,NaN,NaN
"Border Island Reef (No 2) (20-067b)",NaN,NaN,NaN,NaN,NaN
"Border Island Reef (No 3) (20-067c)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-308)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-309)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-310)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-311)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-312)",NaN,NaN,NaN,NaN,NaN
"Hook Island Reef (No 7) (20-028g)",NaN,NaN,NaN,NaN,NaN
"Hook Island Reef (No 9) (20-028h)",NaN,NaN,NaN,NaN,NaN
"Hook Island Reef (No 8) (20-028j)",NaN,NaN,NaN,NaN,NaN
"Hook Island Reef (No 10) (20-028i)",NaN,NaN,NaN,NaN,NaN
"Hook Island Reef (No 11) (20-028l)",NaN,NaN,NaN,NaN,NaN
"Low Island Reef (20-029)",NaN,NaN,NaN,NaN,NaN
"Shute Reef (20-048)",NaN,NaN,NaN,NaN,NaN
"Dumbell Reef (No 1) (20-068a)",NaN,NaN,NaN,NaN,NaN
"Dumbell Reef (No 2) (20-068b)",NaN,NaN,NaN,NaN,NaN
"Petrel Reef (20-069)",NaN,NaN,NaN,NaN,NaN
"Sand Island (19-802)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (20-001)",NaN,NaN,NaN,NaN,NaN
"North Head Reef (20-002)",NaN,NaN,NaN,NaN,NaN
"Gloucester Reef (No 1) (20-003a)",NaN,NaN,NaN,NaN,NaN
"Grassy Reef (20-030)",NaN,NaN,NaN,NaN,NaN
"Roseric Shoal (20-031)",NaN,NaN,NaN,NaN,NaN
"Pioneer Rocks Reef (20-032)",NaN,NaN,NaN,NaN,NaN
"North Molle Reef (20-033)",NaN,NaN,NaN,NaN,NaN
"Repair Reef (20-049a)",NaN,NaN,NaN,NaN,NaN
"Tancred Reef (20-049b)",NaN,NaN,NaN,NaN,NaN
"Alert Bank (20-050)",NaN,NaN,NaN,NaN,NaN
"Esk Island Reef (20-070)",NaN,NaN,NaN,NaN,NaN
"Gloucester Reef (No 2) (20-003b)",NaN,NaN,NaN,NaN,NaN
"Gloucester Reef (No 3) (20-003c)",NaN,NaN,NaN,NaN,NaN
"Gloucester Reef (No 4) (20-003d)",NaN,NaN,NaN,NaN,NaN
"Gloucester Reef (No 5) (20-003e)",NaN,NaN,NaN,NaN,NaN
"Gloucester Reef (No 6) (20-003f)",NaN,NaN,NaN,NaN,NaN
"Gloucester Reef (No 7) (20-003g)",NaN,NaN,NaN,NaN,NaN
"Mid Molle Reef (20-034)",NaN,NaN,NaN,NaN,NaN
"Daydream Reef (No 1) (20-035a)",NaN,NaN,NaN,NaN,NaN
"White Rock Reef (20-051)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (20-052)",NaN,NaN,NaN,NaN,NaN
"Henning Reef (20-053)",NaN,NaN,NaN,NaN,NaN
"Ireby Reef (20-071)",NaN,NaN,NaN,NaN,NaN
"Sillago Reef (20-072)",NaN,NaN,NaN,NaN,NaN
"Gloucester Reef (No 8) (20-003h)",NaN,NaN,NaN,NaN,NaN
"Daydream Reef (No 2) (20-035b)",NaN,NaN,NaN,NaN,NaN
"Daydream Reef (No 3) (20-035c)",NaN,NaN,NaN,NaN,NaN
"Daydream Reef (No 4) (20-035d)",NaN,NaN,NaN,NaN,NaN
"Conder Shoal (20-036)",NaN,NaN,NaN,NaN,NaN
"Ross Islet Reef (20-037)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (20-038)",NaN,NaN,NaN,NaN,NaN
"Hill Rock Reef (20-039)",NaN,NaN,NaN,NaN,NaN
"Cid Reef (20-040)",NaN,NaN,NaN,NaN,NaN
"East Rocks Reef (20-054)",NaN,NaN,NaN,NaN,NaN
"Wirrainbeia Reef (20-073)",NaN,NaN,NaN,NaN,NaN
"Harold Reef (20-074)",NaN,NaN,NaN,NaN,NaN
"Stone Reef (20-004)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (20-005)",NaN,NaN,NaN,NaN,NaN
"Black Currant-Manta Ray Reef (No 2) (20-010b)",NaN,NaN,NaN,NaN,NaN
"Chyebassa Shoal (20-007)",NaN,NaN,NaN,NaN,NaN
"Winter Shoal (20-008)",NaN,NaN,NaN,NaN,NaN
"Whitsunday Island Reef (No 1) (20-041a)",NaN,NaN,NaN,NaN,NaN
"Whitsunday Island Reef (No 2) (20-041b)",NaN,NaN,NaN,NaN,NaN
"Whitsunday Island Reef (No 3) (20-041c)",NaN,NaN,NaN,NaN,NaN
"Whitsunday Island Reef (No 4) (20-041d)",NaN,NaN,NaN,NaN,NaN
"Perseverance Reef (20-055)",NaN,NaN,NaN,NaN,NaN
"Young Island Reef (20-056)",NaN,NaN,NaN,NaN,NaN
"Edward Island Reef (20-075a)",NaN,NaN,NaN,NaN,NaN
"Thomas Reef (20-009)",NaN,NaN,NaN,NaN,NaN
"Poole Reef (20-011)",NaN,NaN,NaN,NaN,NaN
"Whitsunday Island Reef (No 5) (20-041e)",NaN,NaN,NaN,NaN,NaN
"Whitsunday Island Reef (No 6) (20-041f)",NaN,NaN,NaN,NaN,NaN
"Whitsunday Island Reef (No 7) (20-041g)",NaN,NaN,NaN,NaN,NaN
"Hamilton Island Reef (No 1) (20-057a)",NaN,NaN,NaN,NaN,NaN
"Hamilton island Reef (No 2) (20-057b)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (20-075b)",NaN,NaN,NaN,NaN,NaN
"Lagoon Rock Reef (20-076)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (20-077)",NaN,NaN,NaN,NaN,NaN
"Haslewood Island Reef (No 1) (20-078a)",NaN,NaN,NaN,NaN,NaN
"Eshelby Reef (20-012)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (20-013)",NaN,NaN,NaN,NaN,NaN
"Whitsunday Island Reef (No 8) (20-041h)",NaN,NaN,NaN,NaN,NaN
"Whitsunday Island Reef (No 9) (20-041j)",NaN,NaN,NaN,NaN,NaN
"Whitsunday Island Reef (No 10) (20-041k)",NaN,NaN,NaN,NaN,NaN
"Hamilton Island Reef (No 3) (20-057c)",NaN,NaN,NaN,NaN,NaN
"Hamilton Island Reef (No 4) (20-057d)",NaN,NaN,NaN,NaN,NaN
"Hamilton Island Reef (No 5) (20-057e)",NaN,NaN,NaN,NaN,NaN
"Haslewood Island Reef (No 2) (20-078b)",NaN,NaN,NaN,NaN,NaN
"Haslewood Island Reef (No 3) (20-078c)",NaN,NaN,NaN,NaN,NaN
"Hayman Island Reef (20-014)",0,19,0.00350877192982456,0.0666666666666667,0
"Saddleback Island Reef (No 1) (20-015a)",NaN,NaN,NaN,NaN,NaN
"Saddleback Island Reef (No 2) (20-015b)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-130)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-131a)",0,24,0.000293427230046948,0.00704225352112676,0
"U/N Reef (19-131b)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-131c)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-131d)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-131e)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-131f)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-131g)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-132)",NaN,NaN,NaN,NaN,NaN
"Sinker Reef (19-133)",NaN,NaN,NaN,NaN,NaN
"Circular Quay Reef (19-134)",1,5,0.263447951539555,0.866666666666667,0.05
"Hardy Reef (19-135)",1,21,0.123611609193501,1.66165413533835,0.0075187969924812
"U/N Reef (19-227)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-228)",NaN,NaN,NaN,NaN,NaN
"Thompson Shoal (19-229)",NaN,NaN,NaN,NaN,NaN
"Blossom Bank (West) (19-230)",NaN,NaN,NaN,NaN,NaN
"Marilyn Shoal (19-231)",NaN,NaN,NaN,NaN,NaN
"Ferris Shoal (19-232)",NaN,NaN,NaN,NaN,NaN
"Maschke Shoal (19-233)",NaN,NaN,NaN,NaN,NaN
"Blossom Bank (East) (19-234)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-235)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-236)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-237)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-238)",NaN,NaN,NaN,NaN,NaN
"Wheeler Reef (18-095)",1,25,0.658632271033325,9.40740740740741,0
"Davies Reef (18-096)",1,33,0.179356211479377,2.28260869565217,0.027027027027027
"U/N Reef (18-097)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (18-098)",NaN,NaN,NaN,NaN,NaN
"Saville-Kent Reef (18-099)",1,14,0.399460575657466,4.94444444444444,0
"(Big) Broadhurst Reef (No 1) (18-100a)",0,8,0.0375173981751929,0.127659574468085,0.0257189971275577
"U/N Reef (19-053)",NaN,NaN,NaN,NaN,NaN
"Tiger Reef (19-054)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-055)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-056)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-057)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-058)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-059)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-060)",NaN,NaN,NaN,NaN,NaN
"Jacqueline Reef (19-061)",0,9,0.0126986055544466,0.0645161290322581,0
"Hook Reef (19-136a)",NaN,NaN,NaN,NaN,NaN
"Barb Reef (19-136b)",NaN,NaN,NaN,NaN,NaN
