"reefName","cotsPerTowMaxImput","cotsPerTowMeanImput","cotsPerTowMedianImput","x","y","area"
"U/N Reef (17-007)",0.683751638607482,0.106280477653006,0.00367639008716607,146.42131042,-17.12123299,565810.7288
"Noggin Reef (17-008)",0.142857142857143,0.0200517946537407,0,146.46858215,-17.12631226,12425179.69
"Taylor Reef (17-064)",18.1666666666667,1.76780617771922,0,146.54951477,-17.83285522,17939722.88
"U/N Reef (17-065)",6.50045285804236,0.588291287090865,0.00732216749222781,NaN,NaN,NaN
"Yamacutta Reef (17-066)",0.0303030303030303,0.00593414076560144,0,146.58634949,-17.88853264,62553682.39
"U/N Reef (17-067)",6.49689077022792,0.617121427165186,0.00775288322706474,146.60035706,-17.96941948,7171181.355
"Morning Reef (15-098)",0.608333333333333,0.121875,0,145.6651001,-15.97551823,14000875.46
"Agincourt Reefs (No 3) (15-099a)",0.456521739130435,0.0351170568561873,0,145.83221436,-15.98979378,7780433.28
"Agincourt Reefs (No 2a) (15-099b)",0,0,0,145.85093689,-16.01783371,1410392.365
"Agincourt Reefs (No 1) (15-099c)",0,0,0,145.86737061,-16.05204773,2152661.195
"Agincourt Reefs (No 5) (15-099d)",0,0,0,145.83525085,-16.03521538,2925741.419
"Agincourt Reefs (No 2b) (15-099e)",0,0,0,145.85839844,-16.03013229,1087280.462
"U/N Reef (15-800)",1.24378279743216,0.166121569807556,0.00664421830476492,145.69282532,-15.4465971,95349.37083
"U/N Reef (15-801)",1.28837746116732,0.167972729573883,0.00667252019155737,145.65563965,-15.51785564,167549.6234
"U/N Reef (16-001)",0.540372687863612,0.104293520291245,0.00214898685911627,145.45733643,-16.02869225,1508354.156
"U/N Reef (16-056)",0.27132307008466,0.0328139489703745,0.00100134081516518,145.90193176,-16.98165321,60342.79969
"Hastings Reef (16-057)",0.304,0.0283809047327529,0,146.00813293,-16.51843643,14791596.56
"Tobias Spit (17-009a)",0.335439750643582,0.0460079981291518,0.000766561190432293,146.01023865,-17.15787888,982582.5316
"Moss Reef (17-068)",0.0144927536231884,0.00161030595813205,0,146.79472351,-17.94563866,6956890.417
"U/N Reef (17-069)",6.79221048593779,0.59094112758072,0.0077675733196411,NaN,NaN,NaN
"U/N Reef (17-070)",2.99881010128339,0.243767900925052,0.00684445548209135,146.15692139,-17.77334404,36889.11308
"U/N Reef (17-071)",6.76720136665318,0.591844226087472,0.00781429347647978,146.82157898,-17.89406776,1141996.735
"U/N Reef (17-072)",1.01703378846088,0.108857824857094,0.00367639008716607,146.48461914,-17.14941597,1589023.298
"U/N Reef (17-073)",2.67255951568656,0.546427160287513,0.00589836159036416,146.68144226,-17.56633949,2753158.687
"U/N Reef (17-074)",0.294937673429036,0.0386383905303513,0.000936376575426362,145.89802551,-17.00157928,4276.893902
"U/N Reef (17-075)",0.294937673429036,0.0386383905303513,0.000936376575426362,145.89952087,-17.00465012,3598.598228
"U/N Reef (16-002)",0.556490768577523,0.104293520291245,0.00214898685911627,145.46899414,-16.07123756,592724.1322
"U/N Reef (16-003)",0.596240109190203,0.101849484911942,0.00214898685911627,145.46440125,-16.10403824,1021210.632
"Struck Reef (16-004)",0.619475037088555,0.0969324978059102,0.00198769653653563,145.44586182,-16.1672802,283885.077
"Black Rock Reef (16-005)",0.607741792462373,0.062451045970981,0.00136956466840376,145.48576355,-16.2443924,26513.00215
"Hope Reef (16-058)",0,0,0,146.12957764,-16.52711296,1522469.247
"U/N Reef (16-059)",0.292802717108027,0.0297093423314256,0.000492002954384197,146.00140381,-16.56760979,354456.901
"Michaelmas Reef (16-060)",0.135135135135135,0.0157529733683403,0,146.01898193,-16.5817585,33220146.44
"Fin Reef (16-061)",0.178928428347912,0.0350515827016568,0.000492002954384197,146.16398621,-16.60890007,416102.4269
"Pretty Patches (No 1) (16-062a)",0.236018403382537,0.0348795996062269,0.000492002954384197,146.02287292,-16.64326859,317639.956
"Flora Reef (17-010)",1.42222222222222,0.192034966090673,0,146.29089355,-17.1848011,11289588.9
"Coates Reef (17-011)",0.783132530120482,0.0858202558131686,0,146.36857605,-17.19708824,4285330.336
"Normanby-Mabel Reef (17-012)",0.0882352941176471,0.00588235294117647,0,146.07714844,-17.20950317,970537.1152
"U/N Reef (17-076)",0.294937673429036,0.0386383905303513,0.000936376575426362,145.90008545,-17.0079689,8752.848419
"Richards (Bedarra) Reef (18-001)",2.81232949010857,0.346237255641706,0.0091016267729649,146.15190125,-18.00790215,480188.6079
"Wheeler (Toolgbar) Island Reef (18-003)",2.81232949010857,0.346237255641706,0.0091016267729649,146.16633606,-18.02551842,330629.6287
"Coombe Reef (18-004)",2.81232949010857,0.346237255641706,0.0091016267729649,146.17631531,-18.0398407,445438.7433
"Smith-Bowden Reef (18-005)",2.81232949010857,0.346237255641706,0.0091016267729649,146.20005798,-18.03983498,774701.395
"Snapper Reef (16-006)",0.616422348017929,0.0529129035292599,0.000909038352614285,145.49964905,-16.29825974,982023.3165
"U/N Reef (16-007)",0.633100263421219,0.0564573051395616,0.00101004261401587,145.4256897,-16.3622303,3011094.409
"U/N Reef (16-008a)",0.596736627057582,0.0564190335336925,0.000982744164988416,145.42678833,-16.40287781,998082.0908
"Pretty Patches (No 2) (16-062b)",0.236018403382537,0.0300787254539601,0.000492002954384197,146.04202271,-16.6241188,1420615.785
"Pretty Patches (No 3) (16-062c)",0.257882103384657,0.0348795996062269,0.000492002954384197,146.03562927,-16.64635658,332336.6869
"Euston Reef (16-063)",0.0625,0.0125,0,146.25227356,-16.68704605,1793474.168
"Arlington Reef (16-064)",0.423280423280423,0.0363645597605996,0,146.05477905,-16.69470215,127678016.2
"Flynn Reef (16-065)",0,0,0,146.27462769,-16.72874832,4205081.546
"Jones Patch (17-012b)",0.665268940467629,0.0845815204627518,0.00284305675383273,146.07754517,-17.21987915,68338.04493
"Round-Russell Reef (17-013)",0.0833333333333333,0.0132107023411371,0,146.09152222,-17.22398567,963189.6845
"Hudson (Coolah) Reef (18-006)",2.81232949010857,0.37507146875011,0.00942363710010809,146.20283508,-18.05085564,499657.4608
"Kennedy Shoal (18-007)",3.04725408408822,0.633892431101301,0.00737043985724127,146.45056152,-18.07859993,10500746.85
"Brook Islands Reef (18-008)",4.39350030600177,0.694036450878205,0.00812382508630008,146.29048157,-18.14867592,1469745.669
"Brook Shoal (18-009)",4.39350030600177,0.709625638665523,0.00841396169652508,146.26716614,-18.15608406,222435.9931
"U/N Reef (16-008b)",0.596736627057582,0.0564190335336925,0.000982744164988416,145.4198761,-16.40711403,203701.065
"U/N Reef (16-009a)",0.601762862204176,0.0523478520373604,0.00103890097441633,145.41445923,-16.44841003,3901017.709
"U/N Reef (16-009b)",0.648910289763341,0.0564190335336925,0.000982744164988416,145.41897583,-16.42448997,540821.6559
"Morey Reef (16-010)",0.601762862204176,0.0508937450363226,0.00101004261401587,145.44677734,-16.47330093,2556662.987
"U/N Reef (16-011)",0.629106107517301,0.0954682983168431,0.00198769653653563,145.76377869,-16.00673294,102343.7818
"Spitfire Reefs (West) (16-012a)",0.744783896017001,0.106394299326914,0.0032359433808554,145.61981201,-16.00907516,1385534.661
"Spitfire Reefs (East) (16-012b)",0.663614456311364,0.101094808041193,0.00214898685911627,145.63525391,-16.01484108,1742260.778
"U/N Reef (16-013a)",0,0,0,145.79371643,-16.01890564,432974.0331
"U/N Reef (16-013b)",0,0,0,145.80805969,-16.01919937,361079.8609
"Jenny Louise Shoal (North) (16-066a)",0.248560180971601,0.0328139489703745,0.00100134081516518,146.32583618,-16.73413849,1279090.818
"Jenny Louise Shoal (South) (16-066b)",0.273409578561962,0.0335656954837037,0.000985659553080381,146.34199524,-16.75384903,767354.2022
"Milln Reef (16-067)",0.0357142857142857,0.00523809523809524,0,146.2653656,-16.77837372,24915551.71
"Thetford Reef (16-068)",0.619047619047619,0.040774099598709,0,146.18086243,-16.80299377,12838840.4
"Baines Patches (16-069)",0.283415225000165,0.0324616757056796,0.000623476276369364,146.3543396,-16.80519676,3060427.214
"Pellowe Reef (16-070)",0,0,0,146.35768127,-16.85753441,8083862.979
"Goold Reef (18-010)",1.26408045977011,0.340399544070681,0.00747408039750248,146.15882874,-18.16708183,3454118.381
"Garden Reef (18-011)",0.183333333333333,0.339224934270216,0.00706568110450899,146.14523315,-18.18221283,163028.9267
"Eva Reef (18-013)",3.12093961561247,0.667808627179406,0.00641205131888631,146.32363892,-18.23547363,748031.6347
"Hinchinbrook Reef (18-014)",3.27010141543298,0.780166495711104,0.0052113482741024,146.31582642,-18.35866356,3912705.359
"Agnes Reef (18-015)",3.27010141543298,0.749326225056475,0.00499420876268146,146.32815552,-18.35521507,163988.8135
"U/N Reef (16-013c)",0.666666666666667,0.101851851851852,0,145.80764771,-16.03413773,85394.52694
"U/N Reef (16-014a)",0.647609228326634,0.0954682983168431,0.00198769653653563,145.69970703,-16.0235424,151404.5133
"U/N Reef (16-014b)",0.647609228326634,0.0954682983168431,0.00198769653653563,145.7094574,-16.03286171,1113255.819
"Mackay Reef (16-015)",0.675,0.0909088375392723,0,145.64700317,-16.04948044,6187118.395
"U/N Reef (16-016)",0.558758825428602,0.091760403210624,0.00198769653653563,145.73939514,-16.05511284,752376.1254
"Sylvan Reef (16-017)",1,0.234617864405098,0,145.72079468,-16.07977295,1290414
"U/N Reef (16-018a)",0.541668466364335,0.0793198688195356,0.00166718371602281,145.75605774,-16.07671356,271133.5256
"U/N Reef (16-018b)",0.541668466364335,0.0793198688195356,0.00166718371602281,145.74710083,-16.08608437,112181.0004
"St Crispin Reef (16-019)",0.188888888888889,0.00822650684553025,0,145.83328247,-16.10412598,42825358.34
"Eyrie Reef (14-118)",0.850746268656716,0.100893087041992,0.0224719101123595,145.3792572,-14.71065998,14996927.29
"Turtle Reef (North) (14-119a)",1.14085884319819,0.152452313994441,0.00910314210063738,145.16590881,-14.71613312,144000.8617
"Turtle Reef (South) (14-119b)",1.14085884319819,0.152452313994441,0.00910314210063738,145.16101074,-14.72149372,43990.02421
"Turtle Group Reef (No 1) (14-120a)",1.15260060522751,0.150881598760935,0.00876530426279954,145.1870575,-14.73452568,422759.9551
"Lark Reef (15-033)",2.89667896678967,0.37304163632136,0.00862435918790369,145.5735321,-15.28826046,68455180.65
"U/N Reef (15-034)",0,0,0,145.76364136,-15.31300926,4083649.578
"U/N Reef (15-035)",1.55553304750808,0.208055717241077,0.00808332797558191,145.63916016,-15.31890678,260988.7379
"U/N Reef (15-036)",1.51577009376281,0.204246645034745,0.00808332797558191,145.64729309,-15.33087254,818609.7179
"U/N Reef (15-037)",1.31302583862218,0.184164830637665,0.00723318726263632,145.75227356,-15.33505726,467055.7323
"Ribbon No 5 Reef (15-038)",0,0,0,145.78292847,-15.36378002,10272046.28
"Pelican Island Reef (13-107)",0,0,0,143.84161377,-13.91487694,4186325.186
"Hedge Reef (13-108)",0.350226684618761,0.0504500284633861,0.0130121391245278,143.95117188,-13.90026379,153137077.9
"South Warden Reef (14-051)",0.293635452771665,0.0525537166588144,0.00956983558724532,144.73968506,-14.23914433,143649558.9
"Unison Reef (14-052)",0.307443442493276,0.0525537166588144,0.00956983558724532,144.68772888,-14.29763222,1187057.067
"U/N Reef (14-053)",0.0793136978417926,0.0533146892147921,0.0100735111444688,144.79040527,-14.30921268,12305501.32
"Stapleton Reef (14-054)",0.302325581395349,0.0628286093402372,0.0135135135135135,144.85919189,-14.32140255,5344979.638
"Turtle Group Reef (No 2) (14-120b)",0,0,0,145.1991272,-14.73466969,790924.6745
"Turtle Group Reef (No 3) (14-120c)",1.12366639842939,0.152452313994441,0.00910314210063738,145.17935181,-14.72984409,199914.309
"Turtle Group Reef (No 4) (14-120d)",1.12058392174897,0.150881598760935,0.00876530426279954,145.19801331,-14.72135258,594556.6944
"Turtle Group Reef (No 5) (14-120e)",1.06350806110168,0.150881598760935,0.00876530426279954,145.20419312,-14.70484257,317892.1968
"Turtle Group Reef (No 6) (14-120f)",1.06350806110168,0.150881598760935,0.00876530426279954,145.19319153,-14.71372223,167249.368
"Turtle Group Reef (No 7) (14-120g)",1.15260060522751,0.150881598760935,0.00876530426279954,145.18951416,-14.72822189,212455.4358
"Williamson Reefs (15-039)",1.51577009376281,0.204246645034745,0.00808332797558191,145.58148193,-15.35902119,33220962.07
"U/N Reef (15-040)",1.2237501045849,0.174371472028801,0.00664421830476492,145.76622009,-15.38854599,550679.703
"U/N Reef (15-041)",1.2237501045849,0.162559992847757,0.00664421830476492,145.7660675,-15.39985847,841989.9043
"U/N Reef (15-042)",1.2237501045849,0.162559992847757,0.00664421830476492,145.77189636,-15.41005898,587545.867
"U/N Reef (15-043)",0.102564102564103,0.0228384019081693,0,145.50831604,-15.42865181,31948904.45
"U/N Reef (15-044)",1.30268822749636,0.1779330489886,0.00664421830476492,145.61341858,-15.42838383,2721189.425
"U/N Reef (13-109)",0.387657805988212,0.0593125339732339,0.014477703328461,143.8157196,-13.96458149,111579.9253
"U/N Reef (13-110)",0.00546448087431694,0.0543583622142759,0.0201096695560884,143.61485291,-13.92627907,2644184.598
"Burkitt Reef (13-111)",0.131532656778558,0.0498476381495725,0.0158004546512123,143.75439453,-13.94378567,1162102.161
"U/N Reef (13-112)",0.107272963830341,0.0543583622142759,0.0201096695560884,143.6477356,-13.94903564,2492616.801
"Iris Reef (13-113)",0.387657805988212,0.055358365041685,0.0135125231065636,143.84162903,-13.96045017,2804304.753
"Obree Reef (13-114)",0.16031746031746,0.0558826604868104,0.0168906538832045,143.68238831,-13.97581577,302063.9081
"Munro Reef (14-055)",0.301540591111586,0.0533146892147921,0.0100735111444688,144.74142456,-14.31907654,18802769.84
"U/N Reef (14-056)",0.0816326530612245,0.0142178608936851,0,144.95561218,-14.32808208,12187890.17
"Davy Patches (No 1) (14-057a)",0.322998998048832,0.0562766163933916,0.0106331506524948,144.71818542,-14.32648373,141542.382
"Davy Patches (No 2) (14-057b)",0.322998998048832,0.0562766163933916,0.0106331506524948,144.70785522,-14.33612728,168333.9748
"Davy Patches (No 3) (14-057c)",0.322998998048832,0.0562766163933916,0.0106331506524948,144.72001648,-14.34114552,142639.1334
"U/N Reef (14-058)",0.510568442493276,0.0525326983628645,0.0112586301026415,144.59544373,-14.334939,65404.52896
"U/N Reef (14-059)",0.464153129539342,0.0525326983628645,0.0112586301026415,144.58668518,-14.32317448,3827658.726
"Barrow Reef (14-060)",0.341603824992529,0.0552481914486376,0.0100735111444688,144.65068054,-14.34283352,966540.6497
"Turtle Group Reef (No 8) (14-120h)",1.09389400570458,0.152452313994441,0.00910314210063738,145.18469238,-14.71768856,118547.7666
"Turtle Group Reef (No 9) (14-120j)",1.13679433506083,0.150881598760935,0.00876530426279954,145.20838928,-14.74336147,121811.2883
"Crompton Shoals (14-121)",1.05820244121767,0.150526152238593,0.00876530426279954,145.27624512,-14.71804142,434141.0615
"Pethebridge Islets Reef (East) (14-122a)",1.30287189183237,0.150923252322063,0.0087981106540965,145.10093689,-14.73142147,154535.9938
"Pethebridge Islets Reef (West) (14-122b)",1.1746740031699,0.150923252322063,0.0087981106540965,145.08262634,-14.7362051,439428.9836
"Martin Reef (14-123)",0.8,0.102678495158525,0.00975420321637427,145.35552979,-14.76314163,10908626.43
"U/N Reef (15-045)",1.24378279743216,0.1779330489886,0.00664421830476492,145.65852356,-15.43023682,411658.9009
"Ribbon No 4 Reef (15-046)",0,0,0,145.8008728,-15.43488216,10036879.82
"U/N Reef (15-047)",2.1,0.216493540317722,0.0434782608695652,145.67703247,-15.46156597,4453618.332
"U/N Reef (15-048)",1.28392298374926,0.17092096469057,0.00714421830476492,145.65489197,-15.48405933,1653884.884
"U/N Reef (15-049)",1.37330072435145,0.182732443871615,0.00714421830476492,145.50273132,-15.48573685,2352968.471
"Ribbon No 3 Reef (15-050)",0,0,0,145.80554199,-15.48834705,11994023.03
"U/N Reef (13-116)",0.0820285676400242,0.0508911907203438,0.0122892425064984,144.08969116,-13.54211235,27319579.18
"U/N Reef (13-117a)",0.163264547107428,0.0504500284633861,0.0130121391245278,144.09919739,-13.59171677,1082330.994
"U/N Reef (13-117b)",0.163264547107428,0.0504500284633861,0.0130121391245278,144.09568787,-13.60047626,2613112.802
"Creech Reef (North) (13-118a)",0.0246913580246914,0.00274348422496571,0,144.10391235,-13.62558937,5697241.178
"Creech Reef (South) (13-118b)",0.285030326092081,0.0504500284633861,0.0130121391245278,144.10731506,-13.64566326,398599.0119
"Switzer Reef (14-061)",0.0897435897435897,0.0197047397047397,0.00666666666666667,144.75698853,-14.36003113,15863161.31
"U/N Reef (14-062)",0.12369965927311,0.048414922760096,0.00532965551611293,144.96131897,-14.37524891,9438376.789
"Combe Reef (14-063)",0.12369965927311,0.048414922760096,0.00532965551611293,144.9510498,-14.41412067,40852603.47
"U/N Reef (14-124)",1.5099079158367,0.152944932487059,0.00926980876730405,145.08682251,-14.78017616,6415059.023
"Maxwell Reef (14-125)",1.11907995248555,0.162925483825094,0.00897072517036104,145.31558228,-14.78671837,301905.6556
"Linnet Reef (14-126)",0.971428571428571,0.111441528932068,0,145.34443665,-14.78665161,3831680.402
"U/N Reef (14-127a)",1.40896702476313,0.15902731593814,0.00930124046826764,145.14009094,-14.78806591,105706.1496
"U/N Reef (14-127b)",1.40896702476313,0.15902731593814,0.00930124046826764,145.13586426,-14.79833221,136680.3454
"Sim Reef (14-128)",1.19324661915222,0.182045116052985,0.01012665629281,145.28337097,-14.81706524,90643.33396
"U/N Reef (14-129a)",1.36705098884207,0.163842188745635,0.00976420343123061,145.18156433,-14.81616306,106693.7784
"U/N Reef (14-129b)",1.36705098884207,0.163842188745635,0.00976420343123061,145.18943787,-14.82247162,105343.7915
"Dawson Reef (15-051)",2.22341993325358,0.185779318871615,0.00714421830476492,145.32821655,-15.50472927,640341.7724
"Cowlishaw Reef (15-052)",1.77873594660286,0.185779318871615,0.00714421830476492,145.35255432,-15.53471947,1071461.436
"Draper Patch (15-053)",2.24543672392572,0.185779318871615,0.00714421830476492,145.30262756,-15.54612827,387308.7065
"Rocky Island Reef (15-054)",2.2649354890957,0.181640263026743,0.00667252019155737,145.32945251,-15.60156059,325417.0907
"U/N Reef (15-055)",1.97616608831172,0.181640263026743,0.00667252019155737,145.31910706,-15.61271095,1200902.957
"Malcolm Patch (15-056)",1.3486978154469,0.15745252464934,0.00551658906910839,145.44831848,-15.62467194,363009.6279
"Bee Reef (15-057)",1.39686559457001,0.15745252464934,0.00551658906910839,145.42962646,-15.64048386,1270766.848
"U/N Reef (15-058)",1.78291049419917,0.157948205647859,0.00551658906910839,145.31869507,-15.64445114,2210108.09
"U/N Reef (15-059a)",1.25651558897656,0.147313462959577,0.00505362610614543,145.35350037,-15.70535374,6339068.802
"U/N Reef (13-119)",0.465302434935618,0.0504500284633861,0.0130121391245278,144.1660614,-13.67631626,18265342.02
"Sand Bank No 5 Reef (13-120)",0.578173601090268,0.0518984672265797,0.0126679904124033,144.23735046,-13.73683643,18013423.96
"U/N Reef (13-121)",0,0,0,144.26705933,-13.78010464,4342084.64
"Ingram-Beanley Reef (14-064)",0.0769230769230769,0.0366681968216495,0.0317391304347826,144.88970947,-14.42552853,6734213.148
"Bewick Reef (14-065)",0.0881263309353251,0.0613487234892393,0.0100978756435254,144.81156921,-14.43275642,785486.8628
"Decapolis Reef (14-131)",1.193110749587,0.182011148661681,0.01012665629281,145.27287292,-14.85046291,162213.1866
"Rocky Islets Reef (14-132a)",3.24489795918367,0.57608764436007,0.00581395348837209,145.47993469,-14.85496998,6132186.481
"U/N Reef (14-132b)",3.74418604651163,0.636771191544753,0.0119047619047619,145.52761841,-14.8655138,6753804.563
"U/N Reef (14-132c)",2.33333333333333,0.466666666666667,0,145.48886108,-14.86948586,182281.3867
"U/N Reef (14-133)",5.78333333333333,0.803272575883183,0.0340056285178236,145.51600647,-14.91681099,5581242.029
"Eye Reef (14-134)",4.30769230769231,0.407692307692308,0,145.47799683,-14.89468002,1419016.22
"U/N Reef (13-042)",0.0841441659700563,0.0155771598842091,0.00564184255940528,143.53135681,-13.31596184,7011142.413
"U/N Reef (13-043)",0.0841441659700563,0.0155771598842091,0.00564184255940528,143.53918457,-13.28244972,791016.3744
"Lowrie Reef (13-045)",0.0841441659700563,0.0155771598842091,0.00564184255940528,143.5960083,-13.27562618,282393.0319
"Bow Reef (13-048)",0.0841441659700563,0.0187257075288037,0.00932384521094199,143.67321777,-13.30812263,577804.1803
"U/N Reef (13-049)",0.0767125649768857,0.0171652319014034,0.00854685811003015,143.88995361,-13.31755543,3721346.503
"U/N Reef (13-122)",0.531358587884658,0.0504500284633861,0.0130121391245278,144.02783203,-13.85837936,20698511.77
"U/N Reef (13-123)",0.529992467666079,0.0518984672265797,0.0126679904124033,144.13525391,-13.85580158,2991682.564
"U/N Reef (13-124)",0.412698412698413,0.0657883438589585,0.0517857142857143,144.07878113,-13.85309219,20697087.62
"U/N Reef (13-125)",0.635990961199295,0.0500047185488244,0.0123149713685365,144.31129456,-13.86553955,70880378.89
"Mid Reef (14-066)",0.12369965927311,0.083555039192475,0.0053342558150638,144.95834351,-14.45742226,13754513.58
"U/N Reef (14-067)",0.0786607001604629,0.0595070823193456,0.0112586301026415,144.62971497,-14.45157242,10580803.68
"Watson Reef (14-068)",0.145696435267431,0.0502596317628773,0.00553464226673266,144.89328003,-14.46287346,659650.4815
"Wooden Patch (14-069)",0.0881263309353251,0.0603632821006197,0.0101646738669836,144.75350952,-14.47551155,557017.8918
"Baron Reef (14-070)",0.0796976778577963,0.0562766163933916,0.0106331506524948,144.69804382,-14.47436333,610545.8931
"Helsdon Reef (14-135)",4.74496644295302,0.391734344354574,0.0235587583148559,145.48800659,-14.93945408,12561785.17
"U/N Reef (14-136a)",1.6186890190129,0.221762674534569,0.0112966078319129,145.33810425,-14.94181156,66627.06423
"U/N Reef (14-136b)",1.6186890190129,0.221762674534569,0.0112966078319129,145.33415222,-14.9484272,73234.07345
"Carter Reef (14-137)",0.0117647058823529,0.000452488687782805,0,145.58898926,-14.54767418,15445386.92
"Yonge Reef (14-138)",0.00636942675159236,0.000235904694503421,0,145.62347412,-14.59968185,13116466.24
"No Name Reef (14-139)",0,0,0,145.64628601,-14.64376545,8742682.733
"U/N Reef (14-140)",1.10327244282011,0.165160196307047,0.00906988675400859,NaN,NaN,NaN
"U/N Reef (13-050a)",0.0767125649768857,0.0187752323778522,0.00788940748618168,143.97337341,-13.32482433,17159246.02
"U/N Reef (13-050b)",0.0767125649768857,0.0171652319014034,0.00854685811003015,143.95091248,-13.3081255,150406.6121
"U/N Reef (13-051)",0.0841441659700563,0.0155771598842091,0.00564184255940528,143.55728149,-13.33007431,187402.8627
"U/N Reef (13-052)",0.0841441659700563,0.0187257075288037,0.00932384521094199,143.72439575,-13.32792473,1645810.636
"Treat Reef (13-053)",0.0841441659700563,0.0155771598842091,0.00564184255940528,143.60075378,-13.32652664,1422417.518
"U/N Reef (13-054)",0.0841441659700563,0.0155771598842091,0.00564184255940528,143.57279968,-13.35158348,125253.6611
"U/N Reef (13-126)",0.578173601090268,0.0518984672265797,0.0126679904124033,144.06306458,-13.90872097,259603.4744
"Rodda Reef (13-127)",1.13888888888889,0.0999249497369798,0,144.35662842,-13.92119122,5290743.702
"Joan Reef (13-128)",0,0,0,144.34959412,-13.94645691,1326416.645
"Wilson Reef (13-129)",0,0,0,144.40107727,-13.95244312,16370303.58
"Davie Reef (13-130)",2.52380952380952,0.15978354978355,0,144.45483398,-13.97737408,6763119.803
"Eves Reef (13-131)",0.601226343101343,0.0547914311434134,0.0130793583939581,144.5743866,-13.96196938,680299.2807
"U/N Reef (13-132)",0.601226343101343,0.0582158955898767,0.0138968182935805,144.55203247,-13.97590828,550015.7307
"Weigall Reefs (East) (14-071a)",0.0786607001604629,0.0595070823193456,0.0112586301026415,144.64302063,-14.47416687,512673.7083
"Weigall Reefs (West) (14-071b)",0.0786607001604629,0.0595070823193456,0.0112586301026415,144.63766479,-14.47897816,166151.853
"Megaera Reef (14-072)",0.12369965927311,0.0998261024969538,0.00552750599417257,144.95802307,-14.4773941,962305.4501
"U/N Reef (14-073)",0.072597432820602,0.0451817247398897,0.00532965551611293,145.00259399,-14.23346233,4585597.333
"U/N Reef (14-074)",0.124300620811572,0.0450840972143826,0.00496209306672583,145.06777954,-14.26767063,45001799.22
"U/N Reef (14-075)",0.155555555555556,0.0194444444444444,0,145.16496277,-14.28916931,8736482.79
"U/N Reef (14-076)",0.255103932745755,0.105970090707489,0.00797728700204882,145.18202209,-14.31323624,202652.6768
"U/N Reef (14-141)",1.10369182463167,0.168659635101498,0.00912775712437896,145.53881836,-14.70715809,1554901.512
"U/N Reef (14-142)",0,0,0,145.58253479,-14.73134422,513892.0925
"North Direction Reef (14-143)",0.714285714285714,0.0872963465455726,0,145.51068115,-14.74591541,691824.0823
"Kedge Reef (14-144)",1.19260350321019,0.181674481057983,0.00960582295947669,145.53094482,-14.78259373,6364919.538
"U/N Reef (14-145)",1.07692307692308,0.31486568986569,0.0912698412698413,145.58654785,-14.78984928,6125076.791
"Peter Reef (13-055)",0.0767125649768857,0.0171652319014034,0.00854685811003015,143.78071594,-13.33258152,31871125.73
"Sand Bank No 8 Reef (13-056)",0,0,0,143.96214294,-13.36719513,2586177.369
"Sharland Reefs (No 1) (13-057a)",0.0841441659700563,0.020598278281684,0.0102562297320362,143.59918213,-13.36875439,720849.1159
"Sharland Reefs (No 2) (13-057b)",0.0841441659700563,0.020598278281684,0.0102562297320362,143.59742737,-13.38262463,994183.2129
"U/N Reef (13-058a)",0.0841441659700563,0.020598278281684,0.0102562297320362,143.61013794,-13.40095043,290302.1471
"U/N Reef (13-058b)",0.0841441659700563,0.020598278281684,0.0102562297320362,143.60488892,-13.40857983,204761.9836
"Tydeman Reef (13-133)",0,0,0,144.52000427,-13.98367882,13744350.94
"U/N Reef (13-134)",0.0396096350731738,0.0221889109920071,0.00932384521094199,143.61839294,-13.51718235,297999.3521
"U/N Reef (13-135)",0.0339511157770061,0.0221889109920071,0.00932384521094199,143.60432434,-13.5427599,733164.8218
"U/N Reef (13-136)",0.0374784526376763,0.0203398350760065,0.00854685811003015,143.80595398,-13.460536,217016.6456
"U/N Reef (13-137)",0.285030326092081,0.0504500284633861,0.0130121391245278,144.11018372,-13.65716457,273461.1441
"U/N Reef (14-001)",0.16031746031746,0.0609629023492477,0.0184261678725867,143.68652344,-14.03008175,2508553.545
"Beabey Patches (14-002)",0.534503968253968,0.0593125339732339,0.014477703328461,143.82217407,-14.01346874,516154.4547
"U/N Reef (14-077a)",0.257495161860422,0.133406113920308,0.00926116910957526,145.23706055,-14.31356525,13039902.27
"U/N Reef (14-077b)",0.282154472684948,0.129985444332608,0.00902370323497077,145.23510742,-14.32905102,478791.4079
"U/N Reef (14-078)",0.299383183218709,0.129985444332608,0.00902370323497077,145.27752686,-14.34315395,2697603.643
"Jewell Reef (14-079)",0.00543478260869565,0.00135869565217391,0,145.35128784,-14.37976837,49592265.05
"U/N Reef (14-080)",0.12369965927311,0.0619012384477652,0.0053342558150638,145.01808167,-14.36433125,7760539.727
"U/N Reef (14-081)",0.115422005039317,0.103026477076726,0.00775569569643635,145.03501892,-14.39865017,1964386.458
"Ribbon No 10 Reef (14-146)",0,0,0,145.69813538,-14.82720089,133912404
"South Direction Reef (North) (14-147a)",1.22222222222222,0.159214405199085,0.0263157894736842,145.52357483,-14.82437229,1997546.579
"South Direction Reef (South) (14-147b)",0,0,0,145.52072144,-14.81170082,1327215.174
"Ellis Reef (13-059)",0.0841441659700563,0.020598278281684,0.0102562297320362,143.70544434,-13.38013554,7707489.909
"Blanchard Reef (13-060)",0.0767125649768857,0.0203398350760065,0.00854685811003015,143.75065613,-13.41682148,35401477.34
