"reefName","cotsPerTowMaxImput","cotsPerTowMeanImput","cotsPerTowMedianImput","x","y","area"
"U/N Reef (10-330)",NaN,NaN,NaN,142.59162903,-10.77950287,2160417.506
"Harrington Shoal (10-331)",NaN,0.069843018305662,0.0579166666666667,142.71060181,-10.79659367,1104408.176
"U/N Reef (10-332)",NaN,NaN,NaN,142.57356262,-10.82426262,976995.7342
"U/N Reef (10-333)",NaN,NaN,NaN,142.57661438,-10.8354435,454888.3485
"Four Fathom Patches (10-334)",NaN,0.069843018305662,0.0579166666666667,142.68708801,-10.81985474,1683480.033
"Harrington Reef (10-335)",NaN,0.069843018305662,0.0579166666666667,142.72311401,-10.82125187,1967176.707
"Wyborn Reef (10-336)",NaN,0.069843018305662,0.0579166666666667,142.76223755,-10.82104492,14826625.58
"U/N Reef (10-337)",0.194444444444444,0.069843018305662,0.0579166666666667,142.92880249,-10.80788326,635652.1532
"Womer Reef (10-338)",0.197222222222222,0.120964052891384,0.0700925925925926,142.98362732,-10.79982185,3090350.244
"Brewis Reef (10-339)",NaN,0.069843018305662,0.0579166666666667,142.69335938,-10.88696003,170025.6307
"Turtle Island Reef (10-340)",NaN,0.069843018305662,0.0579166666666667,142.69628906,-10.88979912,289104.9077
"Shortland Reef (10-341)",NaN,0.069843018305662,0.0579166666666667,142.77270508,-10.90133476,3614442.336
"Trochus Reef (10-342)",NaN,0.069843018305662,0.0579166666666667,142.63183594,-10.92067909,655063.5584
"U/N Reef (10-299)",0.197222222222222,0.120964052891384,0.0700925925925926,143.08961487,-10.77538872,3584080.437
"Ida Reef (10-314)",NaN,NaN,NaN,142.55873108,-10.71000767,446261.6148
"Tree Reef (10-316)",NaN,NaN,NaN,142.5970459,-10.70428848,92028.66625
"Brush Islet Reef (10-317)",NaN,NaN,NaN,142.59786987,-10.70888901,139720.9895
"Albany Island Reef (No 1) (10-318a)",NaN,NaN,NaN,142.5929718,-10.71530914,686833.2698
"Albany Island Reef (No 2) (10-318b)",NaN,NaN,NaN,142.61784363,-10.72830391,823611.7382
"Albany Island Reef (No 3) (10-318c)",NaN,0.0803959131545338,0.075,142.62330627,-10.7466259,538542.1609
"Albany Island Reef (No 4) (10-318d)",NaN,NaN,NaN,142.60494995,-10.73894119,1244505.325
"Mai Reef (10-320)",NaN,NaN,NaN,142.62464905,-10.72395611,841209.6165
"Albany Rock Reef (10-321)",NaN,NaN,NaN,142.62982178,-10.71882725,102848.6803
"North Brother Reef (10-322)",NaN,0.0803959131545338,0.075,142.673172,-10.70076275,119050.1668
"Middle Brother Reef (10-323)",NaN,0.0803959131545338,0.075,142.68544006,-10.71178818,674648.6183
"South Brother Reef (10-324)",NaN,0.0803959131545338,0.075,142.6918335,-10.71665955,277807.0462
"North Ledge (10-325)",NaN,0.0803959131545338,0.075,142.73832703,-10.68028641,5870704.893
"Meggi-Damun Reef (10-326)",NaN,0.069843018305662,0.0579166666666667,142.78610229,-10.68252754,5097799.494
"South Ledge (10-327)",NaN,0.069843018305662,0.0579166666666667,142.73246765,-10.70542622,37291164.12
"Ulfa Reef (10-328)",NaN,0.0803959131545338,0.075,142.6144104,-10.75758648,71451.27242
"Ariel Bank (10-329)",NaN,0.0803959131545338,0.075,142.62519836,-10.77074623,292911.8465
"U/N Reef (10-401)",NaN,0.069843018305662,0.0579166666666667,143.80076599,-10.80318642,1175637.663
"U/N Reef (10-402)",NaN,NaN,NaN,144.0065918,-10.80548668,8142323.234
"U/N Reef (10-403)",NaN,NaN,NaN,143.99606323,-10.82373524,4455304.058
"U/N Reef (10-404)",NaN,0.069843018305662,0.0579166666666667,143.82380676,-10.82510948,2700243.591
"U/N Reef (10-405)",NaN,0.120964052891384,0.0700925925925926,143.75805664,-10.84616756,4310622.378
"U/N Reef (10-406)",NaN,NaN,NaN,144.01449585,-10.84487152,9094857.281
"U/N Reef (10-407a)",NaN,NaN,NaN,143.98451233,-10.86612701,1575952.246
"Turtle Head Island Reef (No 1) (10-343a)",NaN,0.069843018305662,0.0579166666666667,142.70593262,-10.93688488,209905.7538
"Turtle Head Island Reef (No 2) (10-343b)",NaN,0.069843018305662,0.0579166666666667,142.7061615,-10.94753647,675406.6945
"Tern Reef (10-344)",NaN,0.120964052891384,0.0700925925925926,142.76638794,-10.99002266,225186.9092
"U/N Reef (10-348)",0.197222222222222,0.069843018305662,0.0579166666666667,143.25215149,-10.68365002,1456574.305
"U/N Reef (10-349)",0.194444444444444,0.120964052891384,0.0700925925925926,143.43374634,-10.69710159,1353940.696
"U/N Reef (10-350)",0.194444444444444,0.120964052891384,0.0700925925925926,143.46632385,-10.69664955,506132.7084
"U/N Reef (10-351)",0.197222222222222,0.120964052891384,0.0700925925925926,143.19032288,-10.73180485,5809646.41
"U/N Reef (10-352)",0.197222222222222,0.120964052891384,0.0700925925925926,143.33677673,-10.73468304,4742292.948
"U/N Reef (10-353)",0.197222222222222,0.120964052891384,0.0700925925925926,143.09373474,-10.75188351,2480863.091
"U/N Reef (10-354)",0.197222222222222,0.120964052891384,0.0700925925925926,143.3717804,-10.75227928,502536.5353
"U/N Reef (10-355)",0.197222222222222,0.120964052891384,0.0700925925925926,143.32429504,-10.75677586,1592462.506
"U/N Reef (10-356)",0.197222222222222,0.120964052891384,0.0700925925925926,143.41204834,-10.77616978,1461091.014
"U/N Reef (10-357)",0.197222222222222,0.120964052891384,0.0700925925925926,143.35340881,-10.80583096,2565626.916
"U/N Reef (10-358)",0.197222222222222,0.120964052891384,0.0700925925925926,143.3356781,-10.83780289,9277107.127
"U/N Reef (10-359)",0.391644083107498,0.10628706853255,0.0525694444444444,143.45957947,-10.94054508,4044966.692
"U/N Reef (10-360)",0.197222222222222,0.120964052891384,0.0700925925925926,143.298172,-10.83911419,785924.0081
"U/N Reef (10-361)",0.197222222222222,0.120964052891384,0.0700925925925926,143.40377808,-10.84895229,2003005.896
"U/N Reef (10-362)",0.197222222222222,0.120964052891384,0.0700925925925926,143.23895264,-10.85297012,1693837.706
"U/N Reef (10-363)",0.197222222222222,0.120964052891384,0.0700925925925926,143.24015808,-10.89503193,947496.2735
"U/N Reef (10-364)",0.197222222222222,0.120964052891384,0.0700925925925926,143.21000671,-10.89760017,1280078.588
"Linda Reef (10-365)",0.197222222222222,0.120964052891384,0.0700925925925926,143.17781067,-10.90662861,1432454.555
"U/N Reef (10-366)",0.197222222222222,0.120964052891384,0.0700925925925926,143.2897644,-10.90393257,439845.7328
"U/N Reef (10-367)",0.197222222222222,0.120964052891384,0.0700925925925926,143.38287354,-10.90547371,4172420.469
"U/N Reef (10-368)",0.391644083107498,0.120964052891384,0.0700925925925926,143.31407166,-10.91513443,4592169.35
"U/N Reef (10-369)",0.391644083107498,0.0939488461201512,0.0525694444444444,143.2959137,-10.93176079,1625070.039
"U/N Reef (10-370)",0.391644083107498,0.0939488461201512,0.0525694444444444,143.21829224,-10.93246841,549569.8686
"U/N Reef (10-371)",0.391644083107498,0.0939488461201512,0.0525694444444444,143.24234009,-10.9469099,1465992.208
"U/N Reef (10-372)",0.391644083107498,0.0939488461201512,0.0525694444444444,143.15708923,-10.9502964,843719.5022
"U/N Reef (10-373)",0.197222222222222,0.0939488461201512,0.0525694444444444,143.13014221,-10.95202541,769750.5563
"U/N Reef (10-374)",0.391644083107498,0.0939488461201512,0.0525694444444444,143.35983276,-10.93915176,3871844.46
"U/N Reef (10-375a)",0.391644083107498,0.0939488461201512,0.0525694444444444,143.3997345,-10.96371174,2509828.467
"U/N Reef (10-375b)",0.391644083107498,0.0876102999873303,0.0420555555555556,143.4256134,-10.9675951,2882751.267
"U/N Reef (10-376)",0.391644083107498,0.0939488461201512,0.0525694444444444,143.1255188,-10.98665619,1185132.549
"U/N Reef (10-378)",0.197222222222222,0.120964052891384,0.0700925925925926,143.51068115,-10.90591812,5264514.289
"U/N Reef (10-381)",NaN,NaN,NaN,143.9644928,-10.68788147,11295316.15
"U/N Reef (10-382)",NaN,0.0803959131545338,0.075,143.78704834,-10.70289612,4219894.175
"U/N Reef (10-384)",NaN,NaN,NaN,143.96377563,-10.70974445,9817092.773
"U/N Reef (10-385)",NaN,NaN,NaN,143.95874023,-10.72497368,1558279.24
"U/N Reef (10-386)",NaN,NaN,NaN,143.97961426,-10.72316742,4548648.388
"U/N Reef (10-387)",0.194444444444444,0.069843018305662,0.0579166666666667,143.52099609,-10.69328785,7258628.905
"U/N Reef (10-389)",NaN,NaN,NaN,143.96478271,-10.73436737,1190531.907
"U/N Reef (10-390)",NaN,NaN,NaN,143.9733429,-10.7404232,3266909.739
"Triangle Reef (10-391)",NaN,NaN,NaN,143.98234558,-10.75539112,17977690.64
"U/N Reef (10-392)",NaN,0.120964052891384,0.0700925925925926,143.60650635,-10.74197769,82586639.11
"U/N Reef (10-393)",NaN,0.069843018305662,0.0579166666666667,143.74429321,-10.74233627,19158862.63
"U/N Reef (10-394)",0.197222222222222,0.120964052891384,0.0700925925925926,143.50572205,-10.76967049,844466.3987
"U/N Reef (10-395)",NaN,0.120964052891384,0.0700925925925926,143.69085693,-10.78934574,4385149.712
"U/N Reef (10-396)",NaN,0.069843018305662,0.0579166666666667,143.71661377,-10.77029133,2526395.391
"U/N Reef (10-397)",NaN,0.0803959131545338,0.075,143.84376526,-10.76665306,738098.7974
"U/N Reef (10-398)",NaN,NaN,NaN,143.97547913,-10.77815247,3949463.79
"U/N Reef (10-399)",NaN,NaN,NaN,143.98529053,-10.78567314,4217329.909
"U/N Reef (10-400)",NaN,NaN,NaN,143.98979187,-10.79434872,3563194.387
"U/N Reef (10-426)",NaN,NaN,NaN,144.01452637,-10.95084667,4648055.05
"U/N Reef (10-427)",0.391644083107498,0.10628706853255,0.0525694444444444,143.51144409,-10.94451904,9991536.536
"U/N Reef (10-428a)",NaN,NaN,NaN,143.99876404,-10.83556843,415659.7406
"U/N Reef (10-428b)",NaN,NaN,NaN,144.00891113,-10.83007717,438895.6996
"U/N Reef (10-429)",NaN,NaN,NaN,142.56591797,-10.72224331,94413.6836
"U/N Reef (10-430)",NaN,NaN,NaN,142.57713318,-10.72992325,134865.6037
"U/N Reef (10-431)",NaN,NaN,NaN,142.5796051,-10.79875946,304334.4618
"U/N Reef (10-432)",NaN,NaN,NaN,142.55267334,-10.83199787,1519749.482
"U/N Reef (10-434)",NaN,NaN,NaN,142.60444641,-10.75718403,983536.3528
"U/N Reef (10-436)",0.197222222222222,0.120964052891384,0.0700925925925926,143.37953186,-10.84018993,68213.98758
"U/N Reef (10-437)",0.197222222222222,0.120964052891384,0.0700925925925926,143.44622803,-10.89760876,2274873.267
"U/N Reef (10-438)",0.197222222222222,0.10628706853255,0.0525694444444444,143.55375671,-10.93063068,455719.2922
"U/N Reef (10-439)",0.197222222222222,0.10628706853255,0.0525694444444444,143.62937927,-10.97612762,49946585.74
"U/N Reef (10-440)",NaN,0.10628706853255,0.0525694444444444,143.71253967,-10.94218445,14492055.95
"U/N Reef (11-325)",NaN,0.10628706853255,0.0525694444444444,143.7671814,-11.01291656,22383820.8
"U/N Reef (10-442)",NaN,0.10628706853255,0.0525694444444444,143.77836609,-10.98402596,1257351.822
"U/N Reef (10-443)",NaN,NaN,NaN,143.95599365,-10.74168205,17337.05356
"U/N Reef (10-444)",NaN,NaN,NaN,144.00192261,-10.93507957,268478.5149
"U/N Reef (10-445)",NaN,NaN,NaN,144.0340271,-10.91252613,185488.0447
"U/N Reef (10-800)",NaN,0.069843018305662,0.0579166666666667,142.73902893,-10.81070328,2307674.573
"U/N Reef (10-801)",NaN,0.069843018305662,0.0579166666666667,142.74595642,-10.99333572,321623.9086
"U/N Reef (10-807)",NaN,NaN,NaN,143.953125,-10.68521976,226497.8902
"U/N Reef (10-407b)",NaN,NaN,NaN,143.99212646,-10.86003113,804688.3738
"U/N Reef (10-408)",0.194444444444444,0.120964052891384,0.0700925925925926,143.65881348,-10.85639668,1695660.535
"U/N Reef (10-409)",NaN,0.120964052891384,0.0700925925925926,143.71118164,-10.85936832,1963065.433
"U/N Reef (10-410)",NaN,0.120964052891384,0.0700925925925926,143.79341125,-10.86957836,1681336.972
"U/N Reef (10-411)",0.197222222222222,0.120964052891384,0.0700925925925926,143.47001648,-10.80509758,11671501.5
"U/N Reef (10-411b)",0.197222222222222,0.120964052891384,0.0700925925925926,143.58657837,-10.8515749,46137936.28
"U/N Reef (10-412)",NaN,NaN,NaN,144.01409912,-10.88740253,19530924.47
"U/N Reef (10-413)",0.197222222222222,0.120964052891384,0.0700925925925926,143.55236816,-10.89570427,4642678.451
"U/N Reef (10-414)",NaN,NaN,NaN,144.01809692,-10.92669582,13690887.88
"U/N Reef (10-415)",0.197222222222222,0.10628706853255,0.0525694444444444,143.57276917,-10.91156006,1847447.884
"U/N Reef (10-416a)",NaN,0.0622561154560465,0,144.01524353,-10.96391392,1175125.6
"U/N Reef (10-416b)",NaN,0.0622561154560465,0,144.03215027,-10.96593094,6245503.136
"U/N Reef (10-417)",0.197222222222222,0.120964052891384,0.0700925925925926,143.46723938,-10.88192558,9078681.723
"U/N Reef (10-418a)",NaN,0.0622561154560465,0,144.03520203,-10.9968214,7793911.962
"U/N Reef (10-418b)",NaN,0.0622561154560465,0,144.0181427,-10.98606586,3839928.039
"U/N Reef (10-419a)",NaN,0.0622561154560465,0,144.01290894,-11.00776577,3539701.402
"U/N Reef (10-419b)",NaN,0.0622561154560465,0,144.01309204,-11.01794815,300484.0614
"U/N Reef (10-420)",NaN,0.0622561154560465,0,143.99504089,-11.01778316,4943655.014
"U/N Reef (10-421)",0.391644083107498,0.0876102999873303,0.0420555555555556,143.36489868,-10.99041271,562684.5124
"U/N Reef (10-422)",0.391644083107498,0.0939488461201512,0.0525694444444444,143.29489136,-10.98697853,485979.4624
"U/N Reef (10-423)",0.194444444444444,0.10628706853255,0.0525694444444444,143.66320801,-10.90422535,11105672.03
"U/N Reef (10-424)",NaN,0.10628706853255,0.0525694444444444,143.75733948,-10.89969254,18386596.7
"U/N Reef (10-425)",0.197222222222222,0.120964052891384,0.0700925925925926,143.53411865,-10.91361904,5074544.091
"U/N Reef (11-034)",0.391644083107498,0.075159076896121,0.0420555555555556,143.09963989,-11.17448425,12830743.73
"Arnold Reef (11-001)",0.197222222222222,0.0939488461201512,0.0525694444444444,142.99273682,-11.00683498,608573.5313
"Thomson Islet Reef (11-002)",NaN,0.120964052891384,0.0700925925925926,142.75546265,-11.02495193,77417.30232
"U/N Reef (11-003)",NaN,0.120964052891384,0.0700925925925926,142.7832489,-11.0704155,2210407.321
"Gilmore Bank (11-004)",0.197222222222222,0.075159076896121,0.0420555555555556,142.83700562,-11.15866852,123342.1295
"U/N Reef (11-005)",0.2,0.075159076896121,0.0420555555555556,142.81132507,-11.18551826,296587.6543
"U/N Reef (11-006)",0.2,0.075159076896121,0.0420555555555556,142.81231689,-11.19433308,77808.86824
"U/N Reef (11-007)",0.2,0.075159076896121,0.0420555555555556,142.82400513,-11.23168468,171446.2679
"U/N Reef (11-008)",0.2,0.075159076896121,0.0420555555555556,142.81898499,-11.24888897,1619232.314
"Bushy Island Reef (11-009)",0.197222222222222,0.075159076896121,0.0420555555555556,142.87251282,-11.2572403,2546569.902
"Cairncross Islets Reef (11-010)",0.391644083107498,0.075159076896121,0.0420555555555556,142.92893982,-11.24986839,2070661.198
"U/N Reef (11-011a)",0.2,0.075159076896121,0.0420555555555556,142.82872009,-11.29018688,49626.92247
"U/N Reef (11-011b)",0.2,0.075159076896121,0.0420555555555556,142.83093262,-11.29393196,42344.30238
"U/N Reef (11-012)",NaN,0.075159076896121,0.0420555555555556,142.86547852,-11.37253571,1092859.376
"Halfway Islet Reef (11-013)",0.261250983477577,0.0649774414249782,0.0350462962962963,142.96537781,-11.3848238,1151650.978
"Pearn Reef (11-014)",0.261250983477577,0.0649774414249782,0.0350462962962963,142.93530273,-11.43494606,138803.0305
"U/N Reef (11-015)",0,0.075159076896121,0.0420555555555556,142.84120178,-11.42433834,1087281.968
"McSweeney Reef (11-016)",0.194444444444444,0.0803959131545338,0.075,143.24269104,-11.02305126,5304091.546
"U/N Reef (11-017)",0.391644083107498,0.0876102999873303,0.0420555555555556,143.33352661,-11.02789688,6731484.476
"U/N Reef (11-018)",0.391644083107498,0.0876102999873303,0.0420555555555556,143.35643005,-11.0323143,2543830.868
"U/N Reef (11-019)",0.391644083107498,0.0876102999873303,0.0420555555555556,143.47373962,-11.02850151,1654688.51
"U/N Reef (11-020)",0.391644083107498,0.0876102999873303,0.0420555555555556,143.3795166,-11.03877735,1330770.885
"U/N Reef (11-021)",0.391644083107498,0.0876102999873303,0.0420555555555556,143.37095642,-11.05878925,653295.1231
"U/N Reef (11-022)",0.391644083107498,0.0876102999873303,0.0420555555555556,143.46763611,-11.04762936,27611093.91
"U/N Reef (11-023)",0.391644083107498,0.0876102999873303,0.0420555555555556,143.40223694,-11.07457256,2237337.345
"U/N Reef (11-024)",0.391644083107498,0.0876102999873303,0.0420555555555556,143.31980896,-11.07910061,15235657.29
"U/N Reef (11-025)",0.391644083107498,0.0939488461201512,0.0525694444444444,143.09083557,-11.06997013,17002865.5
"Sinclair Reef (11-026)",0.391644083107498,0.075159076896121,0.0420555555555556,143.02845764,-11.11662197,2259719.36
"U/N Reef (11-027)",0.391644083107498,0.075159076896121,0.0420555555555556,143.00056458,-11.12924671,84833.91059
"U/N Reef (11-028)",0.391644083107498,0.0753534606676526,0.0350462962962963,143.49406433,-11.10666275,4947698.257
"Monsoon Reef (11-029)",0.2,0.0592901234567901,0.0408333333333333,143.25291443,-11.12877846,4271488.762
"U/N Reef (11-030)",0.391644083107498,0.0753534606676526,0.0350462962962963,143.44126892,-11.1438036,40857823.93
"U/N Reef (11-031)",0.391644083107498,0.0730085833227752,0.0350462962962963,143.22291565,-11.1421051,9822348.986
"U/N Reef (11-032)",0.391644083107498,0.0753534606676526,0.0350462962962963,143.42150879,-11.1607399,4732532.73
"U/N Reef (11-033a)",0.309862094588688,0.0645886805722736,0.0300396825396825,143.39331055,-11.184021,7460965.292
"U/N Reef (11-033b)",0.309862094588688,0.0645886805722736,0.0300396825396825,143.39369202,-11.20446301,1669088.17
"Turning Point Patches (No 2) (11-048b)",0.286871935241445,0.0574752385967185,0.0212806637806638,143.54580688,-11.36818123,61789726.09
"U/N Reef (11-049)",0.780487804878049,0.223206122062829,0.0944444444444444,143.33546448,-11.36095428,3977814.943
"U/N Reef (11-050)",0.24788967567095,0.0751822992243341,0.0292609126984127,143.16064453,-11.37728596,8904421.082
"U/N Reef (11-051)",0.24788967567095,0.0645886805722736,0.0300396825396825,143.07316589,-11.37047768,162260.2543
"Cholmondeley Reef (11-052)",0.24788967567095,0.0751822992243341,0.0292609126984127,143.07014465,-11.38962555,8565700.988
"Jardine Reef (11-053)",0.24788967567095,0.0649774414249782,0.0350462962962963,143.03533936,-11.38516045,1671078.079
"U/N Reef (11-054)",0.24788967567095,0.0668287104216303,0.0260097001763668,143.16517639,-11.43404198,10972633.23
"Wallace Islet Reef (11-055)",0.261250983477577,0.0751822992243341,0.0292609126984127,143.04203796,-11.45389843,4771861.247
"Milman-Aplin Reef (11-035)",0.391644083107498,0.075159076896121,0.0420555555555556,143.03083801,-11.18211842,5690563.608
"Parsons Reef (11-036)",0.309862094588688,0.0645886805722736,0.0300396825396825,143.1975708,-11.18444061,12891372.36
"Collette Reef (11-037)",0.309862094588688,0.0645886805722736,0.0300396825396825,143.31806946,-11.21540451,23976096.89
"Douglas Islet Reef (11-038)",0.391644083107498,0.075159076896121,0.0420555555555556,143.00071716,-11.2432394,2045611.871
"U/N Reef (11-039)",0.309862094588688,0.0645886805722736,0.0300396825396825,143.25714111,-11.24144936,1629057.473
"U/N Reef (11-040)",0.309862094588688,0.0645886805722736,0.0300396825396825,143.14968872,-11.27138233,12499681.44
"U/N Reef (11-041a)",0.309862094588688,0.0649774414249782,0.0350462962962963,143.03419495,-11.28863144,290072.7681
"U/N Reef (11-041b)",0.309862094588688,0.0649774414249782,0.0350462962962963,143.04618835,-11.28736115,550504.515
"U/N Reef (11-042)",0.309862094588688,0.0645886805722736,0.0300396825396825,143.1962738,-11.29498386,11444770.73
"Onslow Reef (11-043)",0.309862094588688,0.0751822992243341,0.0292609126984127,143.28129578,-11.29741383,425969.9397
"Wilds Shoal (11-044)",0.306713205082715,0.0668287104216303,0.0260097001763668,143.36935425,-11.27690411,59186877.88
"U/N Reef (11-045)",0.306713205082715,0.0601458393794673,0.0234087301587302,143.48519897,-11.27064514,10367065.45
"U/N Reef (11-046)",0.309862094588688,0.0645886805722736,0.0300396825396825,143.126297,-11.31913948,1369655.871
"U/N Reef (11-047)",0.24788967567095,0.0751822992243341,0.0292609126984127,143.1277771,-11.34162426,3830650.367
"Turning Point Patches (No 1) (11-048a)",0.271467353441945,0.0574752385967185,0.0212806637806638,143.40556335,-11.32917881,42179017.43
"U/N Reef (11-071)",0.306713205082715,0.0668287104216303,0.0260097001763668,143.54277039,-11.25432873,51180839.38
"U/N Reef (11-072)",0.294117647058824,0.0951540791729586,0.0314814814814815,143.9954834,-11.28264427,810071.6638
"U/N Reef (11-073)",0.294117647058824,0.0951540791729586,0.0314814814814815,144.00578308,-11.28243065,625804.5232
"U/N Reef (11-074)",0.294117647058824,0.074882875397035,0.0236111111111111,143.99632263,-11.29488564,1921823.538
"U/N Reef (11-075)",0.294117647058824,0.074882875397035,0.0236111111111111,143.97923279,-11.29531193,806651.7862
"U/N Reef (11-076)",0.294117647058824,0.059906300317628,0.0188888888888889,143.98078918,-11.30926514,826191.6322
"U/N Reef (11-056a)",0.271556864287808,0.0574752385967185,0.0212806637806638,143.40122986,-11.50461769,53862464.73
"U/N Reef (11-056b)",0.222447745598808,0.0574752385967185,0.0212806637806638,143.27011108,-11.46175861,100524867.8
"U/N Reef (11-056c)",0.232686302950239,0.0574752385967185,0.0212806637806638,143.30992126,-11.39694595,33183950.09
"U/N Reef (11-056d)",0.239059946034538,0.0574752385967185,0.0212806637806638,143.37800598,-11.46033001,7192329.262
"Cochin Reef (11-057)",0.271467353441945,0.0574752385967185,0.0212806637806638,143.43885803,-11.4305315,20903215.63
"Parkinson Reef (11-058)",0.261250983477577,0.0668287104216303,0.0260097001763668,143.12471008,-11.46813583,2419584.785
"Monkman Reef (11-059)",0.22804840582968,0.0668287104216303,0.0260097001763668,143.15672302,-11.4719553,7187485.737
"U/N Reef (11-060)",0.261250983477577,0.0751822992243341,0.0292609126984127,143.07514954,-11.48204327,1996882.131
"Little Boydong Reef (11-061)",0.261250983477577,0.0751822992243341,0.0292609126984127,143.04064941,-11.48878002,3040168.265
"Boydong Island Reef (11-062)",0.261250983477577,0.0770288969055181,0.0334410430839002,143.02876282,-11.4979887,4937813.577
"U/N Reef (11-063a)",0.391644083107498,0.0876102999873303,0.0420555555555556,143.49919128,-10.97768879,10899749.84
"U/N Reef (11-063b)",0.391644083107498,0.0876102999873303,0.0420555555555556,143.58938599,-11.01596832,23813733.69
"U/N Reef (11-064)",0.391644083107498,0.0876102999873303,0.0420555555555556,143.6618042,-11.09492207,85096175.04
"U/N Reef (11-065)",0.367262474095329,0.0753534606676526,0.0350462962962963,143.58425903,-11.15118408,9898891.301
"U/N Reef (11-066)",0.424868483978957,0.0753534606676526,0.0350462962962963,143.69465637,-11.15713024,2255066.812
"U/N Reef (11-067)",0.391644083107498,0.0753534606676526,0.0350462962962963,143.53479004,-11.14823914,9801293.011
"U/N Reef (11-068)",0.367262474095329,0.0753534606676526,0.0350462962962963,143.58891296,-11.20730495,10608227.57
"U/N Reef (11-069)",0.537302725968436,0.0753534606676526,0.0350462962962963,143.71478271,-11.19242096,52344882.63
"Maclennan Reef (No 1) (11-070a)",0.294117647058824,0.0632227624563904,0.0234087301587302,143.79820251,-11.31483746,5115613.308
"Maclennan Reef (No 2) (11-070b)",0.424868483978957,0.0536544438639051,0.0233641975308642,143.67514038,-11.25258923,63948162.95
"Maclennan Reef (No 3) (11-070c)",0.294117647058824,0.0565150955007394,0.0262847222222222,143.81921387,-11.25566387,28298408.89
"Indefatigable Reef (11-103)",0.205726612701204,0.0574752385967185,0.0212806637806638,143.6365509,-11.47353363,11586391.44
"U/N Reef (11-104)",0.205726612701204,0.0632227624563904,0.0234087301587302,143.70748901,-11.46648026,19043202.07
"U/N Reef (11-105)",0.294117647058824,0.0615676984940725,0.014781746031746,143.92843628,-11.47588158,2540628.998
"U/N Reef (11-107)",0.294117647058824,0.0427387066805498,0.00396825396825397,144.01792908,-11.47539711,2715799.934
"U/N Reef (11-108)",0.147058823529412,0.0615676984940725,0.014781746031746,143.90093994,-11.47789001,741136.6585
"U/N Reef (11-109a)",0.147058823529412,0.0615676984940725,0.014781746031746,143.92416382,-11.49207115,6629126.236
"U/N Reef (11-109b)",0.294117647058824,0.0615676984940725,0.014781746031746,143.94561768,-11.48265171,3689396.88
"U/N Reef (11-110)",0.129785247432306,0.0615676984940725,0.014781746031746,143.85812378,-11.48993874,2704327.207
"U/N Reef (11-111)",0.281779273471781,0.0574752385967185,0.0212806637806638,143.53808594,-11.49915504,33998153.28
"U/N Reef (11-112)",NaN,0.0622561154560465,0,143.99794006,-11.0306673,2242630.238
"U/N Reef (11-113)",NaN,0.0622561154560465,0,144.01731873,-11.03934193,5790114.945
"U/N Reef (11-114)",NaN,0.0622561154560465,0,144.02238464,-11.04900837,1407949.358
"U/N Reef (11-115)",NaN,0.0622561154560465,0,144.03355408,-11.05487251,6684141.352
"U/N Reef (11-116)",NaN,0.0622561154560465,0,144.04071045,-11.06919193,1413174.774
"U/N Reef (11-117)",NaN,0.0622561154560465,0,144.04400635,-11.10342503,12011359.05
"U/N Reef (11-118a)",NaN,0.0622561154560465,0,144.03330994,-11.13163185,3797331.643
"U/N Reef (11-118b)",NaN,0.0622561154560465,0,144.02575684,-11.14067173,563666.6635
"U/N Reef (11-119)",NaN,0.0622561154560465,0,144.05844116,-11.14598274,12419947.16
"U/N Reef (11-077)",0.294117647058824,0.0550501220595618,0.0157407407407407,143.9624176,-11.32235336,6389622.884
"U/N Reef (11-078)",0.294117647058824,0.0550501220595618,0.0157407407407407,143.98179626,-11.32816887,175479.8355
"U/N Reef (11-079)",0.306713205082715,0.0574752385967185,0.0212806637806638,143.50567627,-11.30826569,5631800.117
"U/N Reef (11-080)",0.424868483978957,0.0632227624563904,0.0234087301587302,143.67254639,-11.30496693,12093558.9
"U/N Reef (11-081)",0.294117647058824,0.0550501220595618,0.0157407407407407,143.95658875,-11.34822178,2144208.447
"U/N Reef (11-082)",0.294117647058824,0.0550501220595618,0.0157407407407407,143.95201111,-11.3558569,1306350.855
"U/N Reef (11-083)",0.294117647058824,0.0550501220595618,0.0157407407407407,143.96405029,-11.36100101,179296.8918
"U/N Reef (11-084)",0.294117647058824,0.0550501220595618,0.0157407407407407,143.97657776,-11.36436653,966352.7078
"U/N Reef (11-085)",0.294117647058824,0.0550501220595618,0.0157407407407407,143.95170593,-11.36373138,225052.947
"U/N Reef (11-087a)",0.294117647058824,0.0550501220595618,0.0157407407407407,143.94441223,-11.37235832,1560851.761
"U/N Reef (11-087b)",0.294117647058824,0.0550501220595618,0.0157407407407407,143.95904541,-11.37150669,2700406.794
"U/N Reef (11-088)",0.294117647058824,0.0550501220595618,0.0157407407407407,143.9599762,-11.38324833,1292609.085
"U/N Reef (11-089a)",0.294117647058824,0.0550501220595618,0.0157407407407407,143.9783783,-11.39129829,697284.2935
"U/N Reef (11-089b)",0.294117647058824,0.0550501220595618,0.0157407407407407,143.95849609,-11.39221954,2121042.446
"U/N Reef (11-090)",0.286871935241445,0.0574752385967185,0.0212806637806638,143.5897522,-11.33642387,6100445.69
"U/N Reef (11-091)",0.294117647058824,0.0550501220595618,0.0157407407407407,143.96368408,-11.4024229,1162544.972
